"WMFDH_SAMPLE_ID","WMFDH_MACRO_FAMILY"
"42.722679_-73.992515_20220929","(PLECOPTERA) PERLIDAE"
"42.722679_-73.992515_20220929","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.722679_-73.992515_20220929","(TRICHOPTERA) PSYCHOMYIIDAE"
"42.722679_-73.992515_20220929","(MEGALOPTERA) SIALIDAE"
"42.722679_-73.992515_20220929","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.722679_-73.992515_20220929","(DIPTERA) ATHERICIDAE"
"42.722679_-73.992515_20220929","(COLEOPTERA) ELMIDAE"
"42.722679_-73.992515_20220929","(MOLLUSCA: GASTROPODA) "
"42.722679_-73.992515_20220929","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.722679_-73.992515_20220929","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.722679_-73.992515_20220929","(ODONATA: ZYGOPTERA) COENAGRIONIDAE"
"42.722679_-73.992515_20220929","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.722679_-73.992515_20220929","(EPHEMEROPTERA) HEPTAGENIIDAE"
"40.90540323836122_-73.81397398498908_20220730","(MOLLUSCA: BIVALVIA) CORBICULIDAE"
"40.90540323836122_-73.81397398498908_20220730","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"40.90540323836122_-73.81397398498908_20220730","(WORMLIKE) OLIGOCHAETA"
