ObjectID,GlobalID,Order,Family,Final ID,"Please describe the ""other"" bug",Please include any other notes about the particular bug.,ParentGlobalID,CreationDate,Creator,EditDate,Editor
514,039bbfd0-e91c-40c5-8b21-68a36684c469,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,25cfa2f7-b61a-461c-8294-af220508fd63,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec
515,4c4fbd23-680b-4e85-8f4d-b856820905ca,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,25cfa2f7-b61a-461c-8294-af220508fd63,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec
516,284fc54a-66f8-4999-83c0-f89a54fb5463,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,25cfa2f7-b61a-461c-8294-af220508fd63,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec
517,e0e0756f-b9c0-4e1b-87fc-bdbd380f720c,Diptera: Chironomidae,,(Diptera: Chironomidae) ,,Needs midge ID,25cfa2f7-b61a-461c-8294-af220508fd63,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec
518,5402489e-1a38-4325-8ef1-b6a18013d309,Trichoptera,Brachycentridae,(Trichoptera) Brachycentridae,,very stripey legs,25cfa2f7-b61a-461c-8294-af220508fd63,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec
519,8370503b-36b1-4e6b-804b-260b7e08bdf1,Trichoptera,Brachycentridae,(Trichoptera) Brachycentridae,,,25cfa2f7-b61a-461c-8294-af220508fd63,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec
520,d9cb2e2f-78ae-43be-8ad5-b557f0baf705,Trichoptera,Brachycentridae,(Trichoptera) Brachycentridae,,,25cfa2f7-b61a-461c-8294-af220508fd63,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 16:35,keleigh.reynolds@dec.ny.gov_nysdec
521,1a935024-4de3-4416-80ba-996fb37ad23c,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec
522,4bde6030-ffa8-4a0e-84f7-7b21b5188edc,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec
523,aa74fc77-2250-4c7a-8ced-cc696f239ffd,Diptera,Tipulidae,(Diptera) Tipulidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
524,01d5fde9-8079-43dd-8ef6-3cfea16385bf,Diptera: Chironomidae,,(Diptera: Chironomidae) ,,needs midge ID-3/23 KAR not chiron,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
525,c66a0933-7ec5-4a33-8bc2-4a864b05c99c,Diptera,Athericidae,(Diptera) Athericidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
526,cfdbe6fe-ab0c-485f-8906-353b9ea4c999,Diptera: Chironomidae,,(Diptera: Chironomidae) ,,needs midge ID,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec
527,dcb0b776-6118-4846-8ca3-b2426a54d92f,Odonata: Zygoptera,Calopterygidae,(Odonata: Zygoptera) Calopterygidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
528,cf56c673-2f9d-4515-88a6-41303e8984d3,Odonata: Zygoptera,Calopterygidae,(Odonata: Zygoptera) Calopterygidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
529,adc8f1d7-0df1-4d3d-8ee4-869d548e356f,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
530,55dbb9df-5e63-40be-8404-e1bfbebc4869,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
531,a6908d98-4bda-46a7-8cca-4703404892ce,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
532,6f528c87-01b8-405d-8fcf-9cc2854a3f16,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
533,3c5b0f6d-088e-4f63-80fd-4448d749b79e,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
534,c6148603-ecce-4ffb-8ae8-c200e33fc64a,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
535,c7ab081c-0c80-4650-8ec5-3d6b104ff8c4,Megaloptera,Sialidae,(Megaloptera) Sialidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
536,78449a2d-f553-4b3a-82c1-bdbf2b8c4318,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
537,1018c4d2-a3b3-4330-8445-2c6fb72a4321,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
538,03ed8661-bab4-481c-89aa-15813839ddf6,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
539,8eafd99e-d35a-44cb-83da-b71cd57c2c0b,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
540,cfd66cb3-af11-436b-8401-4869663ec13a,Wormlike,Other,(Wormlike) Other,"very small and thin, white",,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
541,97b3fd4b-70d0-4502-8a0a-9adabacb6480,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
542,7018d881-36d7-47f8-8e08-e011453be07b,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
543,5aada6a3-0f88-4420-8ab6-667f9a76e9fe,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
544,c2188c65-836e-4db6-8c51-4f7aaf24f5a0,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
545,bc9379df-046d-4a2f-8cbb-46682d5cf54b,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
546,2e8a1f1e-4b6d-4491-803e-4fab43e4a971,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
547,9fa73ad8-4eb7-4b25-8b81-74d5203451aa,Trichoptera,Other,(Trichoptera) Other,either philopotamidae or someone in the 25t cuplet,"head pretty much destroyed, weak black line around the pronotum",dd2e64ae-01c9-472d-84e5-89105c577012,2/5/2021 18:00,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 13:37,keleigh.reynolds@dec.ny.gov_nysdec
548,89c73bdb-c051-4bdb-89c6-99a0a8c91de2,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
549,7338aa84-e367-4a71-8a9a-0db52cc2bd0a,Mollusca: Gastropoda,Physidae,(Mollusca: Gastropoda) Physidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
550,d08a396d-ca08-446c-8bd6-34a2c5032089,Mollusca: Bivalvia,Unionidae,(Mollusca: Bivalvia) Unionidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
551,146cff35-1bff-4795-8770-1e91f93c414b,Hemiptera,Other,(Hemiptera) Other,naurcoridae,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
552,65efafb7-0696-4f34-8894-d5b7281fcf2c,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
553,8504d02b-3dea-4121-831d-1f974167541f,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
554,0205c057-0b5a-41a6-8018-90d253c08a71,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
555,cf7afff9-4f22-4fa7-8abd-fb15ab0599dd,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
556,8ce44a5a-c1c0-4bcc-85e4-d691cf553c16,Wormlike,Hirudinea,(Wormlike) Hirudinea,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
557,0d63618f-27ad-4dcb-8d22-c92fe7f892fa,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
558,b243efd1-0a3f-4ebf-8e32-4e0c55d32fc3,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
559,5af0fd62-9bad-4f29-8c59-2cba1c699237,Odonata: Zygoptera,Coenagrionidae,(Odonata: Zygoptera) Coenagrionidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
560,a090e441-e5f8-44b2-8424-b52257f7c6cc,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
561,deb0d6ba-56b4-4dbf-806f-37f0c6ed71c0,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
562,05239367-1d3b-47bd-8487-c8999af60da6,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
563,3cc49de5-a188-4c0f-8cc4-ab635f945fa5,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,736497b2-4b16-47af-8008-71f0a4289e5e,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
580,db8fa877-9af1-45c6-80b2-898334a2dc5d,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
581,2b8cfb3f-cc2f-41a6-8804-3a1f8377d14e,Mollusca: Gastropoda,Physidae,(Mollusca: Gastropoda) Physidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
582,dd175d6c-08be-4aad-8950-959980968522,Mollusca: Bivalvia,Unionidae,(Mollusca: Bivalvia) Unionidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
583,2a8623f0-cf8b-4e28-84b2-d1e353690710,Hemiptera,Other,(Hemiptera) Other,naurcoridae,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
584,0a6aac9b-6e6d-4c6e-8440-d6e0df63354a,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
585,75b5f57d-bc18-4a2d-8d1e-9aa9b1747520,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
586,a270a71c-ab86-4171-8e40-1fcf97f831a4,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
587,2ef3c0ae-1ee6-4b4f-8be0-1f773b2e815c,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
588,6976d5b3-d7fc-4d0b-8f4e-1f634ab61924,Wormlike,Hirudinea,(Wormlike) Hirudinea,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
589,7a76327f-d7e5-4dce-8676-6b9768ffedb2,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
590,e50b73d7-f67d-4ef7-80b2-d627cc995074,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
591,eeb98645-7a46-44b0-8a02-0abd661381ac,Odonata: Zygoptera,Coenagrionidae,(Odonata: Zygoptera) Coenagrionidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
592,fd27f8a2-3f63-4348-8f23-593a6df2241b,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
593,c752f9eb-b14e-4037-8eaa-e45103caa1d8,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
594,98b8a58b-cdf8-42ad-883c-2b5aaab5613e,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
595,f9bcb956-4800-4a36-8f5a-2c5dcb372c38,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,572a200b-9a4b-4acd-8257-f31ea275a8f4,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:11,keleigh.reynolds@dec.ny.gov_nysdec
596,808bc1de-d725-49a0-852b-3d050bd3ac13,Diptera,Tipulidae,(Diptera) Tipulidae,,,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
597,a25316f9-0c1f-4d4b-8a41-df284a8032f9,Coleoptera,Elmidae,(Coleoptera) Elmidae,,2 adults,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
598,f132d303-e0b3-4cb6-8794-058c9677a742,Coleoptera,Elmidae,(Coleoptera) Elmidae,,larvae,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
599,ed915758-e1ef-4334-8c46-f340a9a685c8,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
600,03db820c-3f9d-492b-8cfb-1d61029a7b63,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
601,9e365c20-4f82-45a6-8b42-f9b5f4eae960,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,2 of them,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
602,cd6ace33-7923-4aea-8319-e74e57a8947b,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,long hairs on forelegs,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
603,122a28ad-35b4-4ae0-89e9-3c3c9cbea121,OTHER,,(OTHER) ,adult,,6ea7fdaa-3537-465e-8844-b7678781deb5,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec,2/5/2021 20:31,keleigh.reynolds@dec.ny.gov_nysdec
604,fa83850b-4d45-42c0-8754-124de7c418ea,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
605,19cd4082-06e1-428e-8cc4-c4d12d839ad1,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
606,eb3eb835-2bfe-463d-8b84-e7e20ed79f9f,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
607,5fc3eca8-be12-465d-8ab1-7ac47b7884be,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
608,810b988c-a4fc-4cbb-8afa-ee43239dda9e,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
609,dc8153b2-2721-4e40-833c-b2c61eef379b,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
610,4eb645b3-7ba2-4700-885a-432d5bdfc2ff,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
611,9c1a4d8e-c242-4fcd-8d4f-fc14b3559f98,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,Half missing,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
612,5fe63525-a187-4bc4-8c32-561f30382975,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,Half missing,5b9fcee1-605b-4165-8347-ad8b8508982d,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:08,meredith.streeter@dec.ny.gov_nysdec
613,537011e0-37ce-4c72-87f1-7da077894fb0,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,98d2ebac-ddc6-4f48-8958-7b26efecfe50,2/9/2021 16:49,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:49,meredith.streeter@dec.ny.gov_nysdec
614,af69a6da-0310-4a00-83ae-3021e24141b0,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,98d2ebac-ddc6-4f48-8958-7b26efecfe50,2/9/2021 16:49,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:49,meredith.streeter@dec.ny.gov_nysdec
615,af6bbf99-b1eb-41dc-8ca0-8ee2c95f389b,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,98d2ebac-ddc6-4f48-8958-7b26efecfe50,2/9/2021 16:49,meredith.streeter@dec.ny.gov_nysdec,2/9/2021 16:49,meredith.streeter@dec.ny.gov_nysdec
