"EVENT_ID","LOCATION","RIVMILE","BASIN","DATE","COLLECT","REPLICATE","PROJECT","FINAL_SCORE","RICHNESS","RICH_SCORE","HBI","HBI_SCORE","SHANNON","SHANNON_SCORE","PMA","PMA_SCORE","EPT_RICH","EPT_SCORE","NBI_P","NBI_P_SCORE","NCO_RICH","NCO_RICH_SCORE","PCT_DOM3","PCT_DOM3_SCORE"
"1.1_GILD_13_3/14/1989_1","GILD","1.1",13,"3/14/1989",1,1,"RAS",4.1,14,3.68,5.33,6.46,NA,NA,44,4.11,2,3.06,6.73,3.17,NA,NA,NA,NA
"1.1_GILD_13_7/9/1987_1","GILD","1.1",13,"7/9/1987",1,1,"RAS",3.13,10,2.31,6.19,5.39,NA,NA,33,2.24,2,3.06,6.94,2.65,NA,NA,NA,NA
"1.1_GRND_S_3_7/23/2015_1","GRND_S","1.1",3,"7/23/2015",1,1,"RIBS_Scr",7.95,29,8.33,4.62,7.35,NA,NA,67,7.79,16,10,5.49,6.27,NA,NA,NA,NA
"1.1_HAFW_6_7/23/2003_1","HAFW","1.1",6,"7/23/2003",1,1,"RIBS_Scr",8.51,28,8.06,3.5,8.5,NA,NA,70,8.08,15,10,4.61,7.89,NA,NA,NA,NA
"1.1_HALF_T10_10_9/5/2001_1","HALF_T10","1.1",10,"9/5/2001",1,1,"RAS",4.38,16,4.26,6.79,4.64,NA,NA,41,3.63,2,3.06,5.47,6.33,NA,NA,NA,NA
"1.1_HOSM_1_9/13/2005_1","HOSM","1.1",1,"9/13/2005",1,1,"RIBS_Scr",7.3,19,5.29,3.89,8.11,NA,NA,84,9.42,9,6.82,5.25,6.88,NA,NA,NA,NA
"1.1_INKL_15_9/12/2007_1","INKL","1.1",15,"9/12/2007",1,1,"RIBS_Scr",5.41,20,5.59,5.38,6.4,NA,NA,45,4.27,9,6.82,6.41,3.97,NA,NA,NA,NA
"1.1_KISC_13_6/20/2002_1","KISC","1.1",13,"6/20/2002",1,1,"Special Study",5.48,20,5.59,5.28,6.52,NA,NA,57,6.29,8,6.36,6.94,2.65,NA,NA,NA,NA
"1.1_KISC_13_7/11/2000_1","KISC","1.1",13,"7/11/2000",1,1,"Special Study",6.16,20,5.59,4.8,7.12,NA,NA,50,5.16,10,7.27,5.74,5.65,NA,NA,NA,NA
"1.1_KISC_13_7/16/2004_1","KISC","1.1",13,"7/16/2004",1,1,"Special Study",5.78,16,4.26,4.9,7,NA,NA,54,5.81,8,6.36,5.81,5.48,NA,NA,NA,NA
"1.1_KISC_13_7/19/2001_1","KISC","1.1",13,"7/19/2001",1,1,"Special Study",6.51,16,4.26,4.74,7.2,NA,NA,70,8.08,6,5.45,4.93,7.57,NA,NA,NA,NA
"1.1_KISC_13_7/25/2002_1","KISC","1.1",13,"7/25/2002",1,1,"Special Study",5.36,22,6.18,5.42,6.35,NA,NA,58,6.45,6,5.45,7.06,2.35,NA,NA,NA,NA
"1.1_KISC_13_7/31/2003_1","KISC","1.1",13,"7/31/2003",1,1,"Special Study",5.48,18,4.85,5.18,6.65,NA,NA,54,5.81,8,6.36,6.51,3.73,NA,NA,NA,NA
"1.1_KISC_13_7/7/2005_1","KISC","1.1",13,"7/7/2005",1,1,"Special Study",5.93,22,6.18,5.27,6.54,NA,NA,46,4.44,9,6.82,5.74,5.65,NA,NA,NA,NA
"1.1_KISC_13_8/29/2002_1","KISC","1.1",13,"8/29/2002",1,1,"Special Study",6.88,22,6.18,4.65,7.31,NA,NA,66,7.69,10,7.27,5.62,5.95,NA,NA,NA,NA
"1.1_KISC_13_8/3/1999_1","KISC","1.1",13,"8/3/1999",1,1,"Special Study",6.54,20,5.59,4.43,7.57,NA,NA,54,5.81,9,6.82,5.23,6.92,NA,NA,NA,NA
"1.1_KISC_13_9/11/2003_1","KISC","1.1",13,"9/11/2003",1,1,"Special Study",6.58,21,5.88,4.83,7.09,NA,NA,64,7.42,9,6.82,5.72,5.7,NA,NA,NA,NA
"1.1_KISC_13_9/12/2007_1","KISC","1.1",13,"9/12/2007",1,1,"RIBS_Scr",6.72,21,5.88,4.66,7.3,NA,NA,68,7.88,9,6.82,5.71,5.72,NA,NA,NA,NA
"1.1_KRMK_11_7/13/2006_1","KRMK","1.1",11,"7/13/2006",1,1,"RIBS_Scr",6.95,30,8.61,4.59,7.39,NA,NA,77,8.75,9,6.82,6.73,3.17,NA,NA,NA,NA
"1.1_KROM_13_10/9/1998_1","KROM","1.1",13,"10/9/1998",1,1,"RIBS_Int",4.89,18,4.85,5.85,5.81,NA,NA,41,3.63,5,4.72,5.82,5.45,NA,NA,NA,NA
"1.1_KROM_13_7/15/2013_1","KROM","1.1",13,"7/15/2013",1,1,"RIBS_Int",4.47,13,3.38,5.25,6.56,NA,NA,60,6.77,5,4.72,7.63,0.93,NA,NA,NA,NA
"1.1_KROM_13_7/16/1987_1","KROM","1.1",13,"7/16/1987",1,1,"RAS",2.96,16,4.26,8.61,2.32,NA,NA,29,1.55,0,0,5.33,6.67,NA,NA,NA,NA
"1.1_KROM_13_7/17/2008_1","KROM","1.1",13,"7/17/2008",1,1,"RIBS_Int",4.12,20,5.59,6.06,5.55,NA,NA,46,4.44,5,4.72,7.89,0.28,NA,NA,NA,NA
"1.1_KROM_13_7/18/1991_1","KROM","1.1",13,"7/18/1991",1,1,"RAS",4.6,13,3.38,7.1,4.25,NA,NA,51,5.32,4,4.17,5.64,5.9,NA,NA,NA,NA
"1.1_KROM_13_7/18/1991_2","KROM","1.1",13,"7/18/1991",1,2,"RAS",3.81,18,4.85,7.38,3.9,NA,NA,37,2.98,3,3.61,6.51,3.73,NA,NA,NA,NA
"1.1_KROM_13_7/18/1991_3","KROM","1.1",13,"7/18/1991",1,3,"RAS",4.14,15,3.97,7.09,4.26,NA,NA,42,3.79,4,4.17,6.19,4.52,NA,NA,NA,NA
"1.1_KROM_13_8/26/1997_1","KROM","1.1",13,"8/26/1997",1,1,"RIBS_Scr",4.36,12,3.09,6.4,5.12,NA,NA,42,3.79,2,3.06,5.3,6.75,NA,NA,NA,NA
"1.1_KROM_13_8/31/1999_1","KROM","1.1",13,"8/31/1999",1,1,"Special Study",4.09,12,3.09,5.99,5.64,NA,NA,53,5.65,4,4.17,7.24,1.9,NA,NA,NA,NA
"1.1_KROM_13_9/12/2007_1","KROM","1.1",13,"9/12/2007",1,1,"RIBS_Scr",4.33,18,4.85,5.59,6.14,NA,NA,33,2.24,6,5.45,6.82,2.95,NA,NA,NA,NA
"1.1_KROM_13_9/13/2012_1","KROM","1.1",13,"9/13/2012",1,1,"RIBS_Scr",3.27,9,1.92,5.96,5.67,NA,NA,32,2.07,3,3.61,6.77,3.08,NA,NA,NA,NA
"1.1_KROM_13_9/17/2002_1","KROM","1.1",13,"9/17/2002",1,1,"RIBS_Scr",1.57,4,0,7.86,3.3,NA,NA,12,0,0,0,6.18,4.55,NA,NA,NA,NA
"1.1_LNAN_6_9/11/2003_1","LNAN","1.1",6,"9/11/2003",1,1,"RIBS_Scr",8.59,29,8.33,4.46,7.54,NA,NA,84,9.42,16,10,4.85,7.65,NA,NA,NA,NA
"1.1_MNGO_S_13_9/12/2012_1","MNGO_S","1.1",13,"9/12/2012",1,1,"RIBS_Scr",5.88,18,4.85,5.25,6.56,NA,NA,55,5.97,6,5.45,5.37,6.57,NA,NA,NA,NA
"1.1_MUDK_13_9/11/2007_1","MUDK","1.1",13,"9/11/2007",1,1,"RIBS_Scr",6.35,14,3.68,3.97,8.03,NA,NA,72,8.27,4,4.17,4.91,7.59,NA,NA,NA,NA
"1.1_NOWA_12_11/17/2004_1","NOWA","1.1",12,"11/17/2004",1,1,"Special Study",6.87,24,6.76,4.48,7.52,NA,NA,52,5.48,13,9,5.77,5.58,NA,NA,NA,NA
"1.1_NOWA_12_4/14/2004_1","NOWA","1.1",12,"4/14/2004",1,1,"Special Study",6.8,20,5.59,4.19,7.81,NA,NA,57,6.29,14,9.5,6.08,4.8,NA,NA,NA,NA
"1.1_NOWA_12_7/30/2004_1","NOWA","1.1",12,"7/30/2004",1,1,"Special Study",7.58,27,7.78,4.76,7.18,NA,NA,86,9.62,10,7.27,5.58,6.05,NA,NA,NA,NA
"1.1_NOWA_12_8/17/2000_1","NOWA","1.1",12,"8/17/2000",1,1,"RIBS_Scr",6.65,23,6.47,4.97,6.91,NA,NA,76,8.65,9,6.82,6.24,4.4,NA,NA,NA,NA
"1.1_OTSG_6_7/23/2013_1","OTSG","1.1",6,"7/23/2013",1,1,"RIBS_Scr",7.55,30,8.61,4.99,6.89,NA,NA,66,7.69,11,8,5.38,6.55,NA,NA,NA,NA
"1.1_OTSO_12_7/29/2010_1","OTSO","1.1",12,"7/29/2010",1,1,"RIBS_Scr",7.43,25,7.06,4.15,7.85,NA,NA,83,9.33,10,7.27,5.75,5.62,NA,NA,NA,NA
"1.1_PAYN_6_6/18/1984_1","PAYN","1.1",6,"6/18/1984",1,1,"PRE_RIBS",2.37,14,3.68,8.54,2.43,NA,NA,25,0.86,0,0,6.05,4.88,NA,NA,NA,NA
"1.1_PAYN_6_9/1/1992_1","PAYN","1.1",6,"9/1/1992",1,1,"RIBS",3.4,15,3.97,7.15,4.19,NA,NA,42,3.79,2,3.06,7.2,2,NA,NA,NA,NA
"1.1_PENA_17_9/11/2008_1","PENA","1.1",17,"9/11/2008",6,1,"RIBS_Scr",5.01,16,4.77,6.81,5.32,NA,NA,NA,NA,3,4.5,NA,NA,6,5.45,NA,NA
"1.1_PHLP_13_9/10/2002_1","PHLP","1.1",13,"9/10/2002",1,1,"RIBS_Scr",5.05,23,6.47,5.31,6.49,NA,NA,51,5.32,2,3.06,6.43,3.93,NA,NA,NA,NA
"1.1_POEN_12_6/15/1987_1","POEN","1.1",12,"6/15/1987",1,1,"RIBS",5.51,16,4.26,6.85,4.56,NA,NA,58,6.45,2,3.06,3.27,9.23,NA,NA,NA,NA
"1.1_POEN_12_6/15/1988_1","POEN","1.1",12,"6/15/1988",1,1,"RIBS",3.16,19,5.29,8.57,2.38,NA,NA,36,2.82,2,3.06,7.1,2.25,NA,NA,NA,NA
"1.1_POEN_12_7/20/1989_1","POEN","1.1",12,"7/20/1989",1,1,"RIBS",3.83,21,5.88,6.99,4.39,NA,NA,42,3.79,1,1.25,6.47,3.83,NA,NA,NA,NA
"1.1_POEN_12_9/13/1988_1","POEN","1.1",12,"9/13/1988",1,1,"RIBS",2.91,21,5.88,7.41,3.86,NA,NA,36,2.82,0,0,7.2,2,NA,NA,NA,NA
"1.1_PUTN_7_9/12/2001_1","PUTN","1.1",7,"9/12/2001",1,1,"RIBS_Scr",6.33,21,5.88,4.92,6.97,NA,NA,42,3.79,9,6.82,4.29,8.21,NA,NA,NA,NA
"1.1_RAMA_15_7/16/2008_1","RAMA","1.1",15,"7/16/2008",1,1,"RIBS_Int",6.33,19,5.29,4.79,7.14,NA,NA,66,7.69,10,7.27,6.3,4.25,NA,NA,NA,NA
"1.1_RAMA_15_8/1/2012_1","RAMA","1.1",15,"8/1/2012",1,1,"PEERS",6.5,18,4.85,4.76,7.18,NA,NA,68,7.88,11,8,6.17,4.58,NA,NA,NA,NA
"1.1_RAMA_15_8/24/1993_1","RAMA","1.1",15,"8/24/1993",1,1,"RAS",6.96,18,4.85,4.35,7.65,NA,NA,73,8.37,12,8.5,5.82,5.45,NA,NA,NA,NA
"1.1_RAMA_15_8/25/1998_1","RAMA","1.1",15,"8/25/1998",1,1,"RAS",6.45,21,5.88,4.89,7.01,NA,NA,77,8.75,9,6.82,6.49,3.77,NA,NA,NA,NA
"1.1_RAMA_15_8/26/2003_1","RAMA","1.1",15,"8/26/2003",1,1,"RIBS_Int",6.14,20,5.59,5.28,6.52,NA,NA,64,7.42,9,6.82,6.26,4.35,NA,NA,NA,NA
"1.1_RAMA_15_8/27/1991_1","RAMA","1.1",15,"8/27/1991",1,1,"RAS",5.9,12,3.09,4.24,7.76,NA,NA,58,6.45,9,6.82,5.85,5.38,NA,NA,NA,NA
"1.1_RAMA_15_9/11/2002_1","RAMA","1.1",15,"9/11/2002",1,1,"RIBS_Scr",6.29,21,5.88,5.08,6.78,NA,NA,54,5.81,12,8.5,6.21,4.47,NA,NA,NA,NA
"1.1_RAMA_15_9/12/2007_1","RAMA","1.1",15,"9/12/2007",1,1,"RIBS_Scr",6.61,20,5.59,4.65,7.31,NA,NA,68,7.88,11,8,6.29,4.28,NA,NA,NA,NA
"1.1_RAMA_15_9/12/2012_1","RAMA","1.1",15,"9/12/2012",1,1,"RIBS_Scr",5.66,16,4.26,4.64,7.33,NA,NA,54,5.81,9,6.82,6.36,4.1,NA,NA,NA,NA
"1.1_RAMA_15_9/18/1997_1","RAMA","1.1",15,"9/18/1997",1,1,"RIBS_Scr",6.41,21,5.88,5.1,6.75,NA,NA,66,7.69,10,7.27,6.22,4.45,NA,NA,NA,NA
"1.1_REAL_12_7/29/2010_1","REAL","1.1",12,"7/29/2010",1,1,"RIBS_Scr",8.42,23,6.47,3.59,8.41,NA,NA,88,9.81,13,9,4.07,8.43,NA,NA,NA,NA
"1.1_REAL_12_8/18/2005_1","REAL","1.1",12,"8/18/2005",1,1,"RIBS_Scr",4.71,18,4.85,5.12,6.72,NA,NA,37,2.98,5,4.72,6.28,4.3,NA,NA,NA,NA
"1.1_REDR_T10_3_7/23/2015_1","REDR_T10","1.1",3,"7/23/2015",1,1,"RIBS_Scr",6.05,23,6.47,4.23,7.77,NA,NA,42,3.79,13,9,6.71,3.23,NA,NA,NA,NA
"1.1_ROCK_7_7/21/2008_1","ROCK","1.1",7,"7/21/2008",1,1,"WSNC",7.3,24,6.76,3.64,8.36,NA,NA,64,7.42,14,9.5,6.22,4.45,NA,NA,NA,NA
"1.1_ROCK_7_8/22/2001_1","ROCK","1.1",7,"8/22/2001",1,1,"RIBS_Scr",7.18,23,6.47,3.78,8.22,NA,NA,79,8.94,8,6.36,5.64,5.9,NA,NA,NA,NA
"1.1_ROND_T18_13_9/11/2002_1","ROND_T18","1.1",13,"9/11/2002",1,1,"RIBS_Scr",7.86,26,7.35,4.05,7.95,NA,NA,81,9.13,11,8,5.26,6.85,NA,NA,NA,NA
"1.1_ROSE_14_9/30/1999_1","ROSE","1.1",14,"9/30/1999",1,1,"RIBS_Scr",7.56,22,6.18,3.78,8.22,NA,NA,84,9.42,10,7.27,5.31,6.73,NA,NA,NA,NA
"1.1_SAL9_9_7/23/2014_1","SAL9","1.1",9,"7/23/2014",1,1,"RIBS_Scr",7.31,21,5.88,4.45,7.55,NA,NA,65,7.6,14,9.5,5.6,6,NA,NA,NA,NA
"1.1_SAL9_9_8/9/2005_1","SAL9","1.1",9,"8/9/2005",1,1,"RIBS_Int",8.39,27,7.78,3.77,8.23,NA,NA,82,9.23,14,9.5,5.11,7.22,NA,NA,NA,NA
"1.1_SAL9_9_9/21/2015_1","SAL9","1.1",9,"9/21/2015",1,1,"RIBS_Int",7.56,26,7.35,4.62,7.35,NA,NA,57,6.29,19,10,5.28,6.8,NA,NA,NA,NA
"1.1_SKIN_T4_3_7/22/2015_1","SKIN_T4","1.1",3,"7/22/2015",1,1,"RIBS_Scr",7.58,30,8.61,4.3,7.7,NA,NA,71,8.17,11,8,5.83,5.42,NA,NA,NA,NA
"1.1_SNDY_3_6/20/2006_1","SNDY","1.1",3,"6/20/2006",1,1,"RAS",3.85,16,4.26,5.65,6.06,NA,NA,45,4.27,3,3.61,7.59,1.03,NA,NA,NA,NA
"1.1_SNDY_3_9/14/2004_1","SNDY","1.1",3,"9/14/2004",1,1,"RIBS_Scr",4.56,16,4.26,5.87,5.79,NA,NA,53,5.65,6,5.45,7.35,1.63,NA,NA,NA,NA
"1.1_STRW_2_8/29/2001_1","STRW","1.1",2,"8/29/2001",1,1,"RIBS_Scr",5.65,21,5.88,4.81,7.11,NA,NA,51,5.32,7,5.91,6.39,4.03,NA,NA,NA,NA
"1.1_STRW_2_9/13/2006_1","STRW","1.1",2,"9/13/2006",1,1,"RIBS_Scr",4.83,16,4.26,4.65,7.31,NA,NA,44,4.11,5,4.72,6.5,3.75,NA,NA,NA,NA
"1.1_TWNS_11_7/11/2006_1","TWNS","1.1",11,"7/11/2006",1,1,"RIBS_Scr",5.19,23,6.47,5.99,5.64,NA,NA,49,4.92,5,4.72,6.32,4.2,NA,NA,NA,NA
"1.1_VLY_14_7/27/1995_1","VLY","1.1",14,"7/27/1995",1,1,"RAS",8.28,29,8.33,3.33,8.67,NA,NA,62,7.1,15,10,5.09,7.28,NA,NA,NA,NA
"1.1_VREN_9_7/22/2014_1","VREN","1.1",9,"7/22/2014",1,1,"RIBS_Scr",6.44,23,6.47,4.13,7.87,NA,NA,59,6.61,11,8,6.71,3.23,NA,NA,NA,NA
"1.1_VREN_9_9/22/2015_1","VREN","1.1",9,"9/22/2015",1,1,"RIBS_Int",6.13,19,5.29,3.72,8.28,NA,NA,51,5.32,9,6.82,6.03,4.92,NA,NA,NA,NA
"1.1_VREN_9_9/25/1989_1","VREN","1.1",9,"9/25/1989",1,1,"RIBS",6.35,23,6.47,4.94,6.95,NA,NA,64,7.42,10,7.27,6.54,3.65,NA,NA,NA,NA
"1.1_WHIT_11_7/12/2006_1","WHIT","1.1",11,"7/12/2006",1,1,"RIBS_Scr",7.7,23,6.47,3.73,8.27,NA,NA,79,8.94,11,8,5.27,6.83,NA,NA,NA,NA
"1.1_WHIT_11_8/26/1999_1","WHIT","1.1",11,"8/26/1999",1,1,"RAS",7.8,28,8.06,4.62,7.35,NA,NA,64,7.42,15,10,5.53,6.17,NA,NA,NA,NA
"1.1_WHIT_11_9/18/2001_1","WHIT","1.1",11,"9/18/2001",1,1,"RIBS_Scr",8.04,26,7.35,3.9,8.1,NA,NA,82,9.23,11,8,4.98,7.52,NA,NA,NA,NA
"1.1_WHIT_11_9/4/2002_1","WHIT","1.1",11,"9/4/2002",1,1,"RIBS_Scr",6.98,21,5.88,4.39,7.61,NA,NA,66,7.69,10,7.27,5.41,6.47,NA,NA,NA,NA
"1.1_WILE_12_8/16/2005_1","WILE","1.1",12,"8/16/2005",1,1,"RIBS_Scr",5.78,20,5.59,3.96,8.04,NA,NA,61,6.94,8,6.36,7.22,1.95,NA,NA,NA,NA
"1.1_WINI_5_8/1/2007_1","WINI","1.1",5,"8/1/2007",1,1,"RIBS_Scr",2.7,14,3.68,7.43,3.84,NA,NA,37,2.98,1,1.25,7.3,1.75,NA,NA,NA,NA
"1.1_WSTB_14_8/19/1999_1","WSTB","1.1",14,"8/19/1999",1,1,"RIBS_Scr",8.9,31,8.89,3.23,8.77,NA,NA,83,9.33,16,10,4.97,7.53,NA,NA,NA,NA
"1.1_WSTB_14_8/25/2015_1","WSTB","1.1",14,"8/25/2015",1,1,"RIBS_Int",8.41,35,10,4.05,7.95,NA,NA,88,9.81,14,9.5,6.09,4.78,NA,NA,NA,NA
"1.1_WSTB_14_8/5/2014_1","WSTB","1.1",14,"8/5/2014",1,1,"RIBS_Scr",7.9,25,7.06,3.87,8.13,NA,NA,81,9.13,15,10,5.93,5.18,NA,NA,NA,NA
"1.1_XORCH_3_8/28/2014_1","XORCH","1.1",3,"8/28/2014",3,1,"AOC",5.83,16,5.91,8.38,4.05,3.2027073049028,8.01,46,3.2,NA,NA,NA,NA,NA,NA,57,8
"1.1_XORCH_3_8/28/2014_2","XORCH","1.1",3,"8/28/2014",3,2,"AOC",4.47,9,1.82,8.32,4.2,2.98476961870674,7.42,31,0.2,NA,NA,NA,NA,NA,NA,52.63,8.73
"1.1_XORCH_3_8/28/2014_3","XORCH","1.1",3,"8/28/2014",3,3,"AOC",3.03,7,0.91,8.86,2.85,2.49560292372901,4.98,34,0.8,NA,NA,NA,NA,NA,NA,71.43,5.59
"1.1_XORCH_3_8/28/2014_4","XORCH","1.1",3,"8/28/2014",3,4,"AOC",6.68,16,5.91,8.35,4.13,3.57965750780467,8.95,52,4.4,NA,NA,NA,NA,NA,NA,44.23,10
"1.1_XORCH_3_8/28/2014_5","XORCH","1.1",3,"8/28/2014",3,5,"AOC",4.28,9,1.82,8.31,4.22,2.95281953111478,7.26,20,0,NA,NA,NA,NA,NA,NA,56.25,8.12
"1.2_ADKS_02_9_8/24/2004_1","ADKS_02","1.2",9,"8/24/2004",1,1,"ADKS ACID SURVEY",7.12,32,9.17,4.8,7.12,NA,NA,61,6.94,10,7.27,5.97,5.08,NA,NA,NA,NA
"1.2_ADKS12_105_10_7/24/2012_1","ADKS12_105","1.2",10,"7/24/2012",1,1,"ADKS ACID SURVEY",7.86,25,7.06,2.12,9.88,NA,NA,53,5.65,17,10,5.32,6.7,NA,NA,NA,NA
"1.2_BLAK_N_4_7/29/2009_1","BLAK_N","1.2",4,"7/29/2009",1,1,"RIBS_Scr",2.72,15,3.97,6.56,4.93,NA,NA,32,2.07,1,1.25,7.44,1.4,NA,NA,NA,NA
"1.2_BLCK_8_7/1/1986_1","BLCK","1.2",8,"7/1/1986",2,1,"RIBS",7.48,23,8.5,7.14,7.15,2.65676597725218,5.78,NA,NA,7,8.5,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_7/11/2012_1","BLCK","1.2",8,"7/11/2012",2,1,"RIBS_Scr",8.58,22,8,6.03,9.92,2.77777960780246,6.39,NA,NA,11,10,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_7/15/1982_1","BLCK","1.2",8,"7/15/1982",2,1,"PRE_RIBS",6.75,18,5.91,6.84,7.9,2.24206428228636,3.71,NA,NA,9,9.5,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_7/15/1997_1","BLCK","1.2",8,"7/15/1997",2,1,"RIBS_Int",7.15,19,6.36,6.32,9.2,2.91193237418543,7.06,NA,NA,4,6,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_7/16/2002_1","BLCK","1.2",8,"7/16/2002",2,1,"RIBS_Scr",9.88,30,10,5.93,10,3.85592751974822,10,NA,NA,9,9.5,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_7/18/2007_2","BLCK","1.2",8,"7/18/2007",2,2,"RIBS_Scr",10,26,10,5.88,10,3.77499118080218,10,NA,NA,10,10,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_7/2/1991_1","BLCK","1.2",8,"7/2/1991",2,1,"RIBS",5.64,14,3.86,6.6,8.5,2.14351038324936,3.22,NA,NA,5,7,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_7/8/1976_1","BLCK","1.2",8,"7/8/1976",2,1,"PRE_RIBS",7.65,34,10,7.24,6.9,2.23610720173024,3.68,NA,NA,12,10,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_8/12/1976_1","BLCK","1.2",8,"8/12/1976",2,1,"PRE_RIBS",7.12,27,10,8.02,4.95,2.40586445431574,4.53,NA,NA,8,9,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_8/15/2012_1","BLCK","1.2",8,"8/15/2012",2,1,"RIBS_Scr",8.59,25,9.5,6.24,9.4,2.89443187882815,6.97,NA,NA,7,8.5,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_8/19/1982_1","BLCK","1.2",8,"8/19/1982",2,1,"PRE_RIBS",8.26,27,10,6.92,7.7,2.56476702655562,5.32,NA,NA,10,10,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_8/19/1997_1","BLCK","1.2",8,"8/19/1997",2,1,"RIBS_Int",6.78,19,6.36,6.48,8.8,2.48924782660369,4.95,NA,NA,5,7,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_8/21/2002_1","BLCK","1.2",8,"8/21/2002",2,1,"RIBS_Scr",9.54,29,10,6.74,8.15,3.61696381952613,10,NA,NA,11,10,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_8/5/1986_1","BLCK","1.2",8,"8/5/1986",2,1,"RIBS",4.8,19,6.36,7.61,5.97,1.6693659520116,0.85,NA,NA,4,6,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_8/6/1991_1","BLCK","1.2",8,"8/6/1991",2,1,"RIBS",6.04,19,6.36,7.49,6.27,2.40568012676789,4.53,NA,NA,5,7,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/12/1991_1","BLCK","1.2",8,"9/12/1991",2,1,"RIBS",6.08,26,10,7.87,5.32,0.836696068098663,0,NA,NA,8,9,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/16/1976_1","BLCK","1.2",8,"9/16/1976",2,1,"PRE_RIBS",8.86,25,9.5,6.69,8.27,3.3341550546355,9.17,NA,NA,7,8.5,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/23/1982_1","BLCK","1.2",8,"9/23/1982",2,1,"PRE_RIBS",7.21,21,7.27,7.03,7.42,2.93302009305538,7.17,NA,NA,5,7,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/23/1997_1","BLCK","1.2",8,"9/23/1997",2,1,"RIBS_Int",9,27,10,6.3,9.25,3.05326624627936,7.77,NA,NA,8,9,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/25/2007_2","BLCK","1.2",8,"9/25/2007",2,2,"RIBS_Scr",8.5,23,8.5,7.03,7.42,3.31241320587472,9.06,NA,NA,8,9,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/25/2012_1","BLCK","1.2",8,"9/25/2012",2,1,"RIBS_Scr",8.72,20,6.82,6.18,9.55,3.53152540097048,10,NA,NA,7,8.5,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/26/2002_1","BLCK","1.2",8,"9/26/2002",2,1,"RIBS_Scr",9.18,29,10,7.31,6.73,3.52540148030753,10,NA,NA,10,10,NA,NA,NA,NA,NA,NA
"1.2_BLCK_8_9/9/1986_1","BLCK","1.2",8,"9/9/1986",2,1,"RIBS",6.68,19,6.36,6.17,9.57,2.05929121393845,2.8,NA,NA,6,8,NA,NA,NA,NA,NA,NA
"1.2_BLKH_13_8/26/2003_1","BLKH","1.2",13,"8/26/2003",1,1,"RIBS_Int",6.95,23,6.47,4.53,7.46,NA,NA,57,6.29,10,7.27,5.09,7.28,NA,NA,NA,NA
"1.2_BLKH_13_9/12/2002_1","BLKH","1.2",13,"9/12/2002",1,1,"RIBS_Scr",6.85,26,7.35,4.34,7.66,NA,NA,51,5.32,10,7.27,5.34,6.65,NA,NA,NA,NA
"1.2_BLKH_13_9/13/2007_1","BLKH","1.2",13,"9/13/2007",1,1,"RIBS_Scr",7.33,23,6.47,4.24,7.76,NA,NA,66,7.69,9,6.82,4.61,7.89,NA,NA,NA,NA
"1.2_BRDY_7_7/26/2006_1","BRDY","1.2",7,"7/26/2006",1,1,"RIBS_Scr",4.29,21,5.88,6.6,4.88,NA,NA,47,4.6,2,3.06,6.79,3.02,NA,NA,NA,NA
"1.2_CAJO_T16_12_7/3/1995_1","CAJO_T16","1.2",12,"7/3/1995",1,1,"RAS",6.04,21,5.88,3.76,8.24,NA,NA,54,5.81,7,5.91,6.26,4.35,NA,NA,NA,NA
"1.2_CAMD_11_7/5/2012_1","CAMD","1.2",11,"7/5/2012",1,1,"RIBS_Scr",7.27,28,8.06,4.26,7.74,NA,NA,66,7.69,12,8.5,6.26,4.35,NA,NA,NA,NA
"1.2_CARN_10_7/23/2008_1","CARN","1.2",10,"7/23/2008",1,1,"RIBS_Scr",7.21,28,8.06,4.8,7.12,NA,NA,56,6.13,14,9.5,5.91,5.22,NA,NA,NA,NA
"1.2_CARN_10_8/20/2003_1","CARN","1.2",10,"8/20/2003",1,1,"RIBS_Scr",7.67,28,8.06,4.14,7.86,NA,NA,62,7.1,12,8.5,5.26,6.85,NA,NA,NA,NA
"1.2_CRAB_17_9/18/2013_1","CRAB","1.2",17,"9/18/2013",6,1,"RIBS_Scr",2.26,6,0,6.75,5.42,NA,NA,NA,NA,0,0,NA,NA,3,3.61,NA,NA
