STATION,RIVMILLE,LOCATION,LATITUDE,LONGITUDE,site_id,sample_id,coll_date,replicate,genspecies,indiv,wqa,bap,collect
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Rhyacophila torva,1,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Rhyacophila sp.,1,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Brachycentrus appalachia,2,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Lepidostoma sp.,1,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Diamesa sp.,1,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Cricotopus vierriensis,7,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Eukiefferiella brehmi gr.,1,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Eukiefferiella devonica gr.,1,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Orthocladius nr. dentifer,4,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Orthocladius obumbratus,1,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Parachaetocladius sp.,2,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Polypedilum aviceps,31,slt,6.91,1
NW04,8.3,UNVR_W,41.990556,-74.484722,1032,2674,30-Jul-99,1,Micropsectra sp.,15,slt,6.91,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Epeorus (Iron) sp.,40,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Amphinemura wui,7,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Paragnetina sp.,2,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Tallaperla sp.,1,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Arctopsyche sp.,1,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Rhyacophila fuscula,3,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Rhyacophila nigrita,3,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Rhyacophila torva,3,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Brachycentrus appalachia,2,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Dicranota sp.,1,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Simulium tuberosum,1,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Thienemannimyia gr. spp.,3,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Cricotopus vierriensis,12,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Eukiefferiella brehmi gr.,1,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Tvetenia bavarica gr.,1,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Polypedilum aviceps,4,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Micropsectra dives gr.,14,non,7.54,1
NE05,8.3,UNVR_E,41.96333,-74.45528,1027,2675,29-Jul-99,1,Rheocricotopus robacki,1,non,7.54,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Acentrella sp.,2,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Baetis sp.,4,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Epeorus (Iron) sp.,4,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Undetermined Capniidae,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Tallaperla sp.,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Promoresia tardella,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Dolophilodes sp.,12,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Arctopsyche sp.,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Ceratopsyche sparna,9,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Rhyacophila fuscula,3,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Rhyacophila sp.,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Lepidostoma sp.,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Hexatoma sp.,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Simulium sp.,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Thienemannimyia gr. spp.,3,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Cricotopus vierriensis,14,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Tvetenia bavarica gr.,1,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Polypedilum aviceps,39,slt,6.43,1
NE10,3.3,UNVR_E,41.935,-74.53,1029,2676,30-Jul-99,1,Tanytarsus guerlus gr.,1,slt,6.43,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Baetis flavistriga,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Epeorus (Iron) sp.,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Stenonema sp.,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Serratella serrata,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Leuctra sp.,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Psephenus herricki,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Promoresia tardella,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Dolophilodes sp.,12,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Ceratopsyche bronta,4,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Ceratopsyche slossonae,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Ceratopsyche sparna,6,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Rhyacophila fuscula,2,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Glossosoma sp.,5,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Brachycentrus solomoni,39,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Lepidostoma sp.,2,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Dicranota sp.,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Hexatoma sp.,3,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Undetermined Blephariceridae,2,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Simulium vittatum,2,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Thienemannimyia gr. spp.,2,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Cardiocladius obscurus,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Cricotopus bicinctus,1,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Cricotopus vierriensis,2,slt,7.24,1
N12,51.0,UNVR,41.89305,-74.58667,1134,2677,29-Jul-99,1,Polypedilum aviceps,8,slt,7.24,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Undetermined Hirudinea,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Sphaerium sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Isonychia bicolor,2,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Acentrella sp.,6,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Baetis brunneicolor,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Baetis flavistriga,4,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Baetis intercalaris,21,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Maccaffertium ithaca,3,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Serratella serrata,3,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Acroneuria sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Agnetina capitata,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Paragnetina sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Psephenus herricki,3,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Optioservus ovalis,2,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Optioservus trivittatus,8,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Cheumatopsyche sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Ceratopsyche bronta,5,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Ceratopsyche morosa,3,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Ceratopsyche sparna,10,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Rhyacophila fuscula,3,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Rhyacophila sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Antocha sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Atherix sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Cardiocladius obscurus,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Cricotopus vierriensis,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Orthocladius (Euorthoclad.) sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Orthocladius nr. dentifer,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Demicryptochironomus sp.,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Polypedilum aviceps,8,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Polypedilum flavum,1,non,8.96,1
02,65.4,WDEL,42.32861,-74.81583,1319,2678,28-Jul-99,1,Rheotanytarsus exiguus gr.,3,non,8.96,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Caecidotea sp.,3,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Isonychia bicolor,5,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Acentrella sp.,7,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Baetis intercalaris,9,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Maccaffertium vicarium,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Stenonema sp.,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Serratella serratoides,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Agnetina capitata,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Paragnetina immarginata,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Pteronarcys biloba,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Optioservus trivittatus,4,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Promoresia elegans,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Stenelmis crenata,7,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Cheumatopsyche sp.,13,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Ceratopsyche bronta,16,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Ceratopsyche morosa,3,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Hydropsyche scalaris,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Ceratopsyche sparna,10,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Rhyacophila fuscula,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Simulium fibrinflatum,9,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Atherix sp.,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Thienemannimyia gr. spp.,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Cricotopus bicinctus,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Polypedilum flavum,1,non,7.74,1
05C,47.3,WDEL,42.175,-75.01778,1100,2679,28-Jul-99,1,Rheotanytarsus exiguus gr.,1,non,7.74,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Isonychia bicolor,8,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Acentrella sp.,3,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Acerpenna pygmaea,1,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Baetis brunneicolor,1,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Baetis flavistriga,1,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Baetis intercalaris,6,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Leucrocuta sp.,12,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Maccaffertium mediopunctatum,2,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Serratella serrata,2,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Acroneuria sp.,1,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Optioservus trivittatus,7,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Promoresia elegans,15,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Stenelmis crenata,9,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Chimarra aterrima?,2,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Chimarra obscura,1,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Cheumatopsyche sp.,4,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Ceratopsyche bronta,7,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Hydropsyche scalaris,6,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Ceratopsyche sparna,5,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Rhyacophila fuscula,2,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Simulium fibrinflatum,2,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Cricotopus bicinctus,1,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Polypedilum aviceps,1,non,8.12,1
07,35.4,WDEL,42.12861,-75.16055,1102,2680,28-Jul-99,1,Polypedilum flavum,1,non,8.12,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Gammarus sp.,29,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Stenacron interpunctatum,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Stenonema sp.,3,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Undetermined Calopterygidae,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Dubiraphia bivittata,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Microcylloepus pusillus,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Optioservus trivittatus,2,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Stenelmis crenata,40,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Corydalus cornutus,4,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Cheumatopsyche sp.,6,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Hydropsyche betteni,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Tipula sp.,3,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Atherix sp.,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Cricotopus tremulus gr.,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Polypedilum flavum,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Polypedilum illinoense,1,mod,4.59,1
10,30.1,BLAK,43.08883,-78.06738,59,2681,11-Aug-99,1,Rheotanytarsus exiguus gr.,4,mod,4.59,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Undetermined Hirudinea,1,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Physella sp.,7,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Undetermined Lymnaeidae,4,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Cloeon sp.,3,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Stenonema sp.,1,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Helochares sp.,2,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Stenelmis sp.,3,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Undetermined Ceratopogonidae,3,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Undetermined Stratiomyidae,1,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Nilotanypus sp.,1,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Thienemannimyia gr. spp.,36,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Zavrelimyia sp.,3,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Cricotopus tremulus gr.,1,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Cricotopus vierriensis,1,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Parametriocnemus lundbecki,5,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Micropsectra polita,25,mod,4.04,1
01,2.0,BUCK,42.71334,-77.86745,1195,2682,10-Aug-99,1,Tanytarsus glabrescens gr.,3,mod,4.04,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Undet. Tubificidae w/ cap. setae,4,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Undet. Tubificidae w/o cap. setae,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Undetermined Hirudinea,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Caecidotea racovitzai,4,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Gammarus sp.,36,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Serratella deficiens,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Psephenus herricki,3,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Optioservus sp.,2,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Stenelmis sp.,32,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Corydalus cornutus,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Sialis sp.,3,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Hydropsyche betteni,2,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Hydroptila sp.,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Atherix sp.,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Thienemannimyia gr. spp.,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Cricotopus trifascia gr.,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Polypedilum flavum,2,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Stictochironomus sp.,1,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Rheotanytarsus exiguus gr.,2,mod,4.52,1
01,1.9,CONE,42.89851,-77.76409,1168,2683,11-Aug-99,1,Tanytarsus glabrescens gr.,1,mod,4.52,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Undetermined Turbellaria,2,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Caecidotea racovitzai,41,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Gammarus sp.,9,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Baetis flavistriga,7,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Hydropsyche betteni,28,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Antocha sp.,1,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Undetermined Tipulidae,1,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Hemerodromia sp.,2,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Thienemannimyia gr. spp.,4,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Diamesa sp.,1,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Cricotopus tremulus gr.,1,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Parametriocnemus lundbecki,2,mod,3.44,1
01,0.1,DENS,43.20027,-77.53485,1174,2684,12-Aug-99,1,Thienemanniella xena,1,mod,3.44,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Undetermined Turbellaria,15,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Aulodrilus limnobius,26,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Undet. Tubificidae w/o cap. setae,30,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Undetermined Pisidiidae,1,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Berosus sp.,4,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Stenelmis crenata,7,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Chimarra sp.,1,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Undetermined Ceratopogonidae,1,mod,3.11,1
01,2.2,JCOX,42.83516,-77.81174,1167,2685,11-Aug-99,1,Thienemannimyia gr. spp.,2,mod,3.11,1
