"SITE_ID","LOCATION","RIVMILE","STATION","DESCRIPT","DIRECT","LATITUDE","LONGITUDE","COUNTY","FIPS_CODE","BASIN","NAME","HUC_8","WQ_STANDARD","DEC_REGION","PWL_ID","WIN","HABITAT_TYPE","SITE_CONDITION","DRAINAGE","NED10_Elevation"
2856,"COLW",0.7,"1","off Reber Rd N","Willsboro",44.32675,-73.48008,"Essex",31,"10","Cold Brook",2010008,"C(T)",5,"1004-0078","C- 48- 6",NA,NA,NA,106.1976547
1168,"CONE",1.9,"1","Rte. 39; 100m below bridge (5 arch bridge)","Avon",42.89851,-77.76409,"Livingston",51,"4","Conesus Creek",4130003,"C",8,"0402-0038","ONT-117-40",NA,NA,NA,168.0075531
4039,"CONE",9.5,"B","sampled 100m below WWTF effluent, at point of full mixing","Livonia",42.847485,-77.712475,"Livingston",51,"4","Conesus Lake Outlet",4130003,"C",8,"0402-0038","Ont 117-40",NA,NA,NA,245.3301086
4038,"CONE",9.9,"A","Sampled above Livingston WWTF","Livonia",42.845033,-77.707898,"Livingston",51,"4","Conesus Lake Outlet",4130003,"C",8,"0402-0038","Ont 117-40",NA,NA,NA,249.0442047
1200,"CONI",4.4,"1","50m above East Swamp Rd. bridge","Sparta",42.66854,-77.71264,"Livingston",51,"4","Conesus Lake Inlet",4130003,"C",8,"0402-0077","ONT-117-40-P67-10",NA,NA,NA,269.411377
42673728,"CONI_T2",0.1,NA,"W. Lake Rd., Rte 256


No sample-2014","Conesus",42.714147,-77.712573,"Livingston",51,"4","Unnamed Tributary to Conesus Lake Inlet",4130003,"C",8,"0402-0077","Ont 117-40-P67-10",NA,NA,NA,251.3223114
3217,"CONK",1,"1","60 meters upstream of Route 245","Naples",42.635,-77.367,"Ontario",69,"7","Conklin Gully",4140201,"C",8,"0704-0051","ONT-66-12-52-P286-18-2-3-1",NA,NA,NA,229.60289
1432,"CONN",0.2,"1","10 m below Hammond Hill Rd bridge","East Otto",42.47054,-78.74789,"Cattaraugus",9,"1","Connoisarauley Creek",4120102,"BTS",9,"0104-0061","E-23-27",NA,NA,NA,307.7709351
3311,"CONN",2.5,"0","West Connoisarauley Rd @old bridge location","East Otto",42.45069,-78.72758,"Cattaraugus",9,"1","Connoisarauley Creek",4120102,"BTS",9,"0104-0061","E-23-27",NA,NA,NA,351.4476318
260,"CONQ",1.4,"2","below hatchery in Connetquot State Park","Islip",40.76306,-73.15167,"Suffolk",103,"17","Connetquot Brook",2030202,"B(TS)",1,"1701-0095","(MW7.6)  AO-GSB-193",NA,NA,NA,2.920835257
2547,"COOL",0.4,"1","5 m upstream of Pearl St bridge","Lyonsdale",43.58314,-75.33331,"Lewis",49,"8","Cold Brook",4150101,"CT",6,"0801-0404","ONT-19-83",NA,NA,NA,270.3892822
3435,"COOL_T3",0.4,"E1","At Holmes Road Bridge","Lyonsdale",43.58093,-75.308849,"Lewis",49,"8","Unnamed Tributary to Cold Brook",4150101,"CT",6,"0801-0405","ONT-19-83-3",NA,NA,NA,308.1716309
2548,"COON",0.7,"1","10 m above Hornby Rd bridge to just under bridge","Orange",42.29123,-77.04916,"Schuyler",97,"5","Coon Hollow Stream",2050105,"C",8,"0502-0019","PA-3-58-3-10",NA,NA,NA,380.0226135
261,"CORB",0.8,"1","10 m below Stetson Rd. bridge","Champlain",44.93778,-73.42056,"Clinton",19,"10","Corbeau Creek",2010008,"D",5,"1002-0012","C-  3- 2",NA,NA,NA,38.84719086
40969934,"CORB",6,"0","End of Waters Rd.  (off Ridge Rd)","Champlain",44.916658,-73.47054,"Clinton",19,"10","Corbeau Creek",2010008,"D",5,"1002-0012","C-  3- 2",NA,NA,NA,62.32790375
3894,"CORE",0.6,"1","At Rte 385 bridge","Catskill",42.238467,-73.855017,"Greene",39,"13","Corlaer Creek",2020006,"C",4,"1301-0223","H-196 thru 207, WOH (selected)",NA,NA,NA,22.54341698
2960,"CORI",13.9,"1","Walk 100 m south off Preston Road","Harrietstown",44.14228,-74.12884,"Franklin",33,"9","Cold River",4150305,"CT",5,"0903-0173","SL-1-162",NA,NA,NA,627.920166
2904,"CORL",0.3,"1","30m upstream from CR 41 bridge.","Afton",42.20574,-75.53603,"Chenango",17,"6","Cornell Creek",2050101,"CT",7,"0601-0130","SR-132",NA,NA,NA,298.5718994
1340,"CORN",0.6,"1","40 m above bridge @ Cornell Woods develop, Rte 100","New Castle",41.20528,-73.78889,"Westchester",119,"13","Cornell Brook",2030101,"B(TS)",3,"1302-0148","H- 31-P44-44 thru 55",NA,NA,NA,75.33857727
42675146,"CORY",0.3,"0.3","Rte 245 Bridge","Middlesex",42.744599,-77.260883,"Yates",123,"7","Corey Gully",4140201,"C",8,"0704-0050","Ont  66-12-52..P286-18",NA,NA,NA,238.9883423
1568,"COSP",1.9,"1","Oakland St (Co Rt 13B) @bridge","Brutus",43.05056,-76.57167,"Cayuga",11,"7","Cold Spring Brook",4140201,"C",7,"0701-0038","ONT-66-12-36",NA,NA,NA,118.6187592
3073,"COSW",0.8,"1","20 m below Blind Pond Road","Tusten",41.57303,-74.92076,"Sullivan",105,"14","Cow Swale Brook",2040104,"B(T)",3,"1401-0090","D-30",NA,NA,NA,342.3729248
42673874,"COUL",0.1,"0.1","Coulter Brook Road Bridge","Bovina",42.257019,-74.771709,"Delaware",25,"14","Coulter Brook",2040101,"C(T)",4,"1404-0070","D-71-61",NA,NA,NA,519.7709961
263,"COWA",3.2,"2","10 m below Tackabury Rd. bridge at Ditch Bank Rd.","Lenox",43.10722,-75.79889,"Madison",53,"7","Cowaselon Creek",4140202,"C",7,"0703-0093","ONT-66-11-P26-33",NA,NA,NA,115.5584259
2306,"COWA",10.7,"0","20m downstream of Rte. 5 bridge","Oneida",43.07639,-75.69639,"Madison",53,"7","Cowaselon Creek",4140202,"C",7,"0703-0093","ONT-66-11-P26-33",NA,NA,NA,138.4850159
42675197,"COWA_T10",0.9,"T0.9","West Elm St/Rte 14 Bridge","Oneida",43.091923,-75.675723,"Madison",53,"7","Unnamed Tributary to Cowaselon Creek",4140202,"C",7,"0703-0093","Ont  66-11-P26-33","Low gradient- soft bottom","Altered",3,130.9309998
2550,"COWS",0.6,"1","30 m above Rte 15","Lindley",42.00161,-77.12739,"Steuben",101,"5","Cowanesque River",2050104,"C",8,"0503-0035","PA-3-57-21",NA,NA,NA,299.2055664
1790,"COXI",1.6,"1","30m above School Hill Rd bridge","Rosendale",41.82111,-74.11889,"Ulster",111,"13","Coxing Kill",2020007,"C(T)",3,"1306-0096","H-139-14- 9",NA,NA,NA,51.02248001
264,"COXS",0.5,"1","off Co.Rt. 61; 200 m above Sickle Creek confluence","New Baltimore",42.3905,-73.8014,"Greene",39,"13","Coxsackie Creek",2020006,"C",4,"1301-0092","H-208",NA,NA,NA,6.911885262
40969935,"CRAB",1.2,"1","Waterside Rd","Huntington",40.918755,-73.332927,"Suffolk",103,"17","Crab Meadow Creek",2030201,"C",1,"1702-0234","(MW5.2b) LIS- 58 thru 61",NA,NA,NA,1.883840919
2427,"CRAH",0.2,"1","5 m upstream of SR 5, near CR 2","Amsterdam",42.91828,-74.13671,"Montgomery",57,"12","Crane Hollow Creek",2020004,"C",4,"1201-0105","H-240-61",NA,NA,NA,79.41874695
1659,"CRAN",1.8,"2","20 meters above East Loop Rd. bridge","Montezuma",43.02111,-76.68833,"Cayuga",11,"7","Crane Brook",4140201,"C",7,"0704-0024","ONT-66-12-51",NA,NA,NA,116.9727249
2358,"CRAN",2.2,"01A","Off of Old Rte 31 near New Rte 31 Overpass","Montezuma",43.01778,-76.68195,"Cayuga",11,"7","Crane Brook",4140201,"C",7,"0704-0024","ONT-66-12-51",NA,NA,NA,118.7080002
1658,"CRAN",3,"1","Directly above Mentz Church Rd. bridge","Montezuma",43.01306,-76.67111,"Cayuga",11,"7","Crane Brook",4140201,"C",7,"0704-0024","ONT-66-12-51",NA,NA,NA,121.4043579
2319,"CRAN",7.6,"0","50 m above CR 108 bridge, immediately below golf cart bridge.  At Crane Bk golf course.","Throop",42.96333,-76.64306,"Cayuga",11,"7","Crane Brook",4140201,"C",7,"0704-0024","ONT-66-12-51",NA,NA,NA,145.2765503
2416,"CRAN",19.1,"A","5m above Dublin Rd. bridge","Fleming",42.86083,-76.58833,"Cayuga",11,"7","Crane Brook",4140201,"C",7,"0704-0024","ONT-66-12-51",NA,NA,NA,252.8686371
42673719,"CRAW",0.4,"0.4","70 m off SR 19","Caneadea",42.36873,-78.13921,"Allegany",3,"4","Crawford Creek",4130002,"C",9,"0403-0062","Ont 117-140",NA,NA,NA,377.8633118
1371,"CRCR",0.9,"1","40 m above Rte 5 bridge","Manheim",43.02528,-74.78889,"Herkimer",43,"12","Crum Creek",2020004,"C",6,"1201-0195","H-240-149",NA,NA,NA,108.9693909
3141,"CRIK",0.3,"1","At Bridge on SR 280","Cold Spring",42.094,-78.854,"Cattaraugus",9,"2","Cricks Run",5010001,"B",9,"0201-0028","PA-53-12",NA,NA,NA,410.178772
42673893,"CRIS",1.4,"1.4","off Batzing Rd on farm property","York",42.909098,-77.80934,"Livingston",51,"4","Christie Creek",4130003,"C",8,"0402-0060","ONT-117-42",NA,NA,NA,167.3359985
42673894,"CRIS",2.6,"2.6","at SR 20","York",42.918207,-77.8168,"Livingston",51,"4","Christie Creek",4130003,"C",8,"0402-0060","ONT-117-42",NA,NA,NA,175.8495941
42673895,"CRIS",3.7,"3.7","off Quarry Rd to the east","Caledonia",42.92931,-77.827133,"Livingston",51,"4","Christie Creek",4130003,"C",8,"0402-0060","ONT-117-42",NA,NA,NA,191.220932
42673896,"CRIS",4.9,"4.9","at Middle Rd/CR 61","Caledonia",42.938714,-77.84275,"Livingston",51,"4","Christie Creek",4130003,"C",8,"0402-0060","ONT-117-42",NA,NA,NA,204.1754913
2405,"CRKB",0.2,"1","10 m below Rte 5 bridge","Dunkirk",42.48265,-79.35591,"Chautauqua",13,"1","Crooked Brook",4120101,"C",9,"0105-0019","E-36",NA,NA,NA,176.2866669
42674965,"CRKB",2.1,"2.1","130 m north of Beaver Creek Rd","Dunkirk",42.46938,-79.3309,"Chautauqua",13,"1","Crooked Brook",4120101,"C",9,"0105-0019","Ont 158..E-36",NA,NA,NA,192.7453918
42674964,"CRKB_T1",0.7,"T-1","Willow Rd","Dunkirk",42.471273,-79.34839,"Chautauqua",13,"1","Unnamed Tributary to Crooked Brook",4120101,"C",9,"0105-0019","Ont 158..E-36",NA,NA,NA,188.2597961
3142,"CRLT",0.2,"1","At Bridge on South Carrollton Road","Carrollton",42.097,-78.658,"Cattaraugus",9,"2","Carrollton Run",5010001,"C",9,"0201-0036","PA-53-33",NA,NA,NA,422.3265991
1360,"CRNE",0.4,"1","100 m below Old River Rd culvert","Marcy",43.15333,-75.29667,"Oneida",65,"12","Crane Creek",2020004,"C",6,"1201-0224","H-240-222",NA,NA,NA,136.9251251
3403,"CROB",1.5,"1.5","Hawley Rd","North Salem",41.31478,-73.58414,"Westchester",119,"13","Crook Brook",2030101,"C(T)",3,"1302-0135","H- 31-P44-26/P103-",NA,NA,NA,136.0754547
1915,"CROC",2.8,"1","30m upstream of CR 86 bridge","Maine",42.16861,-76.10555,"Broome",7,"6","Crocker Creek",2050103,"C",7,"0603-0045","SR-28-8",NA,NA,NA,306.4812927
265,"CROI",2.3,"1","100 m downstream of New Baltimore Rd. bridge","New Baltimore",42.44618,-73.80679,"Greene",39,"13","Hannacrois Creek",2020006,"C(T)",4,"1301-0230","H-212","High gradient- hard bottom","Altered",164,30.31884575
42675085,"CROI",16.2,"16.2","20m downstream of the Rte 32 bridge","Westerlo",42.49686,-73.9792,"Albany",1,"13","Hannacrois Creek",2020006,"A(TS)",4,"1301-0231","H-212","High gradient- hard bottom","Altered",34,217.535614
1347,"CROK",0.2,"1","Turkey Hill Rd","North Salem",41.32361,-73.5975,"Westchester",119,"13","Crook Brook",2030101,"C(T)",3,"1302-0135","H- 31-P44-26/P103-",NA,NA,NA,102.5624771
2551,"CROM",0.6,"1","50 m above Tuthill Rd","Hamptonburgh",41.43106,-74.20147,"Orange",71,"13","Cromline Creek",2020008,"C",3,"1303-0011","H- 89",NA,NA,NA,96.79438782
1348,"CROS",6.6,"1","5 m below bridge in Ward Pound Ridge Reservation","Lewisboro",41.26028,-73.60194,"Westchester",119,"13","Cross River",2030101,"A(TS)",3,"1302-0139","H- 31-P44-35-P109- 6",NA,NA,NA,103.0987396
3404,"CROS_T2",0.4,"0.4","Upstream of Bountonville Rd","Pound Ridge",41.25583,-73.59879,"Westchester",119,"13","Unnamed Tributary to Cross River",2030101,"C",3,"1302-0139","H- 31-P44-35-P109- 6",NA,NA,NA,111.3748322
266,"CROT",4.7,"1","20 m above Old Quaker Rd. bridge","Cortlandt",41.21305,-73.86833,"Westchester",119,"13","Croton River",2030101,"B",3,"1302-0064","H- 31 (portion 1)",NA,NA,NA,13.24092388
1633,"CROT",5.9,"0","200 m below outlet","Cortlandt",41.22639,-73.85806,"Westchester",119,"13","Croton River",2030101,"A(T)",3,"1302-0065","H- 31 (portion 2)",NA,NA,NA,14.49864388
2409,"CROW",0.4,"1","10 m upstream of Exchange Rd bridge","Attica",42.84372,-78.27526,"Wyoming",121,"1","Crow Creek",4120104,"A",9,"0102-0023","ONT-158-12-46",NA,NA,NA,304.3364258
271,"CRUM",0.3,"4","off Co.Rt. 41; at coach house service road bridge","Hyde Park",41.79083,-73.94278,"Dutchess",27,"13","Crum Elbow Creek",2020008,"C",3,"1301-0200","H-124",NA,NA,NA,22.15834236
270,"CRUM",0.7,"3","30 m below Rt. 9 bridge","Hyde Park",41.79556,-73.93945,"Dutchess",27,"13","Crum Elbow Creek",2020008,"C",3,"1301-0200","H-124",NA,NA,NA,40.5049324
269,"CRUM",0.8,"02A","immediately east of Rt. 9; edge of pond","Hyde Park",41.79556,-73.93889,"Dutchess",27,"13","Crum Elbow Creek",2020008,"C",3,"1301-0200","H-124",NA,NA,NA,37.93598557
268,"CRUM",1.2,"2","off Howard Blvd.; 0.3 mi. downstream of Station 1","Hyde Park",41.79361,-73.93444,"Dutchess",27,"13","Crum Elbow Creek",2020008,"C",3,"1301-0200","H-124",NA,NA,NA,48.76205826
267,"CRUM",1.5,"1","20 m below Market St. bridge; at USGS gage","Hyde Park",41.79056,-73.93083,"Dutchess",27,"13","Crum Elbow Creek",2020008,"A(T)",3,"1301-0200","H-124",NA,NA,NA,55.9559021
42675115,"CRWH",2.3,"2.3","Lincoln Hill Road Bridge/culvert","White Creek",42.975157,-73.345817,"Washington",115,"11","Center White Creek",2020003,"C",5,"1102-0005","H-264-20",NA,NA,NA,184.1942749
2998,"CRYD",2.3,"1","20 m downstream of Paynesville Hill Road","Willing",42.00763,-77.84185,"Allegany",3,"4","Cryder Creek",4130002,"CT",9,"0403-0027","ONT-117-201",NA,NA,NA,492.6950378
272,"CRYS",1.6,"1","50 m below Vanamber Rd. bridge","New Bremen",43.83278,-75.45084,"Lewis",49,"8","Crystal Creek",4150101,"CT",6,"0801-0240","ONT-19-45",NA,NA,NA,224.5193024
42675147,"CRYS_T11",1.1,"1.1","ADK Park Rd.","Watson",43.816071,-75.305744,"Lewis",49,"8","Unnamed Tributary to Crystal Creek",4150101,"C",6,"0801-0315","Ont  19- 45-10,11","High gradient- hard bottom","Reference",1,360.0986023
40969936,"CSHA",1.9,"1","Harbor Rd;  north of Stillwell Lane; Stream is 25m west of road","Huntington",40.841467,-73.455218,"Nassau",59,"17","Unnamed Tributary to Cold Spring Harbor",2030201,"C(T)",1,"1702-0156","(MW4.4b) LIS-CSH-49 thru 52",NA,NA,NA,19.03081322
2225,"CSPG",4.3,"1","CR 10 bridge


75m above bridge","Cold Spring",42.14028,-78.89861,"Cattaraugus",9,"2","Cold Spring Creek",5010001,"C",9,"0201-0014","PA-53-11",NA,NA,NA,437.6436462
3165,"CSPG",9,"0","At Bridge on Jamestown Road/SR 242","Napoli",42.195,-78.907,"Cattaraugus",9,"2","Cold Spring Creek",5010001,"C",9,"0201-0031","PA-53-11",NA,NA,NA,481.1730957
2912,"CSPR",0.8,"1","CR 14 bridge.","Smyrna",42.69876,-75.55517,"Chenango",17,"6","Cold Spring Brook",2050102,"C",7,"0602-0155","SR-44-71-1",NA,NA,NA,333.5295105
274,"CSTL",0.9,"1","40m above Rt. 11 bridge next to Jehovah's Witnesses Hall","Chenango",42.16882,-75.89902,"Broome",7,"6","Castle Creek",2050102,"C",7,"0602-0065","SR-44-5",NA,NA,NA,269.7435608
2900,"CSTL",1.9,"0","Adj. to Rt. 11.","Chenango",42.18068,-75.90225,"Broome",7,"6","Castle Creek",2050102,"C",7,"0602-0065","SR-44-5",NA,NA,NA,281.0856323
40969937,"CSTL",4.7,"A","East off Castle Creek Road across farm field","Chenango",42.21498,-75.9068,"Broome",7,"6","Castle Creek",2050102,"C",7,"0602-0065","SR-44-5",NA,NA,NA,306.4685669
1547,"CUBA",0.1,"1","10 m above Rte 446 bridge","Cuba",42.21791,-78.3085,"Allegany",3,"2","Cuba Lake Outlet",5010001,"C",9,"0201-0058","PA-53-54-11-5",NA,NA,NA,448.8286438
2552,"CURT",0.8,"1","Curtis Hollow Rd, CR 4","Campbell",42.20744,-77.17731,"Steuben",101,"5","Curtis Creek",2050105,"C",8,"0502-0010","PA-3-58-6",NA,NA,NA,311.0240173
2553,"CUTH",0.6,"1","Main St, CR 64","Big Flats",42.13489,-76.92789,"Chemung",15,"5","Cuthrie Run",2050105,"C",8,"0501-0044","PA-3-39-1",NA,NA,NA,271.035614
2554,"CUTL",1,"1","Hamilton Rd","Corning",42.16442,-77.07167,"Steuben",101,"5","Cutler Creek",2050105,"CTS",8,"0501-0048","PA-3-55",NA,NA,NA,298.0306396
279,"CWAY",0.2,"2","at Rt. 5 bridge","Dunkirk",42.47538,-79.36557,"Chautauqua",13,"1","Canadaway Creek",4120101,"BTS",9,"0105-0008","E-37",NA,NA,NA,174.0937958
2370,"CWAY",7.4,"1","10 m upstream of Spoden Rd bridge","Pomfret",42.40326,-79.30453,"Chautauqua",13,"1","Canadaway Creek",4120101,"B",9,"0105-0020","E-37",NA,NA,NA,262.6496277
3313,"CWAY",8.3,"0","50 m above Shumla Rd bridge","Pomfret",42.39059,-79.30079,"Chautauqua",13,"1","Canadaway Creek",4120101,"B",9,"0105-0020","E-37",NA,NA,NA,292.9040833
42674966,"CWAY",14.5,"14.5","CR 312","Arkwright",42.3672,-79.23686,"Chautauqua",13,"1","Canadaway Creek",4120101,"B",9,"0105-0020","Ont 158..E-37",NA,NA,NA,427.9544067
1476,"CYGA",2.4,"1","at Rt. 182 (Porter Rd.) bridge","Niagara",43.10106,-78.95743,"Niagara",63,"1","Cayuga Creek",4120104,"C",9,"0101-0001","ONT-158-8",NA,NA,NA,173.8443756
2188,"DALY",1.3,"1","Davison Rd. Br. 30m above","Corinth",43.26889,-73.95472,"Saratoga",91,"11","Daley Cr.",2020002,"CT",5,"1104-0101","H-369-P127-2",NA,NA,NA,289.133728
1396,"DANA",0.2,"1","Mohawk Rd bridge","Mohawk",42.93889,-74.31722,"Montgomery",57,"12","Danascara Creek",2020004,"C",4,"1201-0030","H-240-85",NA,NA,NA,91.25434113
1916,"DANB",1.3,"1","30m upstream of Rte 96B bridge","Candor",42.3017,-76.39395,"Tioga",107,"6","Danby Creek",2050103,"C",7,"0603-0032","SR-16-4-16-4",NA,NA,NA,313.0146484
1470,"DARB",0.1,"1","1 m above confluence; Co Rte 179A","Rockland",41.93544,-74.91969,"Sullivan",105,"14","Darby Brook",2040102,"B(T)",3,"1403-0052","D-70-20",NA,NA,NA,385.1906128
1714,"DAVE",0.5,"3","below Harris Rd","Bedford",41.2225,-73.66194,"Westchester",119,"13","David's Brook",2030101,"C",3,"1302-0059","H- 31-P44-36",NA,NA,NA,100.2300034
1713,"DAVE",1.6,"1","off Clinton Rd","Bedford",41.20944,-73.66222,"Westchester",119,"13","David's Brook",2030101,"C",3,"1302-0059","H- 31-P44-36",NA,NA,NA,102.6742249
1712,"DAVE_E",0.1,"E","Below Clinton Rd","Bedford",41.21111,-73.66194,"Westchester",119,"13","David's Brook - E. Trib",2030101,NA,3,"1302-0059","H- 31-P44-36",NA,NA,NA,103.2706757
102,"DAVI",0.5,"1","10 m above Legion Rd. culvert","Mount Pleasant",41.07417,-73.77639,"Westchester",119,"17","Davis Brook",2030102,"C(TS)",3,"1702-0113","(MW2.4)  ER-3-P1063-",NA,NA,NA,69.91199493
2930,"DAVI",1.2,"1","Lakeview Ave bridge.","Mount Pleasant",41.08295,-73.78325,"Westchester",119,"17","Davis Brook (trib to Bronx River)",2030102,"C(TS)",3,"1702-0113","(MW2.4)  ER-3-P1063-",NA,NA,NA,73.04647064
280,"DDLY",0.3,"1","5 m below Walker Ave bridge","Lisle",42.35528,-76.005,"Broome",7,"6","Dudley Creek",2050102,"C",7,"0602-0037","SR-44-14-30",NA,NA,NA,294.1817627
2896,"DDLY_T6",1,"1","Hike upstream from Rt. 73 overpass.","Lisle",42.37376,-76.12191,"Broome",7,"6","Unnamed Tributary to Dudley Creek",2050102,"C",7,"0602-0037","SR-44-14-30",NA,NA,NA,379.7997131
2854,"DEAC",3.8,"1","Pardy Rd, 40 m downstream","Beekmantown",44.7591,-73.4469,"Clinton",19,"10","Dead Creek",2010008,"D",5,"1001-0019","C- 14",NA,NA,NA,31.57742882
1375,"DEAN",2.6,"1","Rte 233","Westmoreland",43.11555,-75.40389,"Oneida",65,"12","Deans Creek",2020004,"C",6,"1204-0001","H-240-223-10",NA,NA,NA,158.6526947
2882,"DECA",0.3,"1","Main St bridge","Worcester",42.59138,-74.75371,"Otsego",77,"6","Decatur Creek",2050101,"CTS",4,"0601-0173","SR-187-21",NA,NA,NA,400.7380371
1564,"DECK",1.9,"1","Jugg Rd @fishing access bridge; 20m upstream","Moravia",42.73722,-76.40056,"Cayuga",11,"7","Decker Brook",4140201,"AAT",7,"0706-0016","ONT-66-12-43-P212-28-17-1",NA,NA,NA,316.4581909
2071,"DECR",6,"1","Conifer Rd","Piercefield",44.21639,-74.61916,"St. Lawrence",89,"9","Dead Creek",4150305,"C",6,"0903-0074","SL-1-19",NA,NA,NA,473.4980164
3091,"DECR_T4",0.1,"01A","Conifer Road","Piercefield",44.2162,-74.61581,"St. Lawrence",89,"9","Unnamed Tributary to Dead Creek",4150305,"AA",6,"0903-0074","SL-1-109-4-a",NA,NA,NA,473.0628052
282,"DEER",2,"4","200 m above Rte 26 bridge","Denmark",43.93028,-75.59111,"Lewis",49,"8","Deer River",4150101,"C",6,"0801-0170","ONT-19-31",NA,NA,NA,225.193512
281,"DEER",8.3,"3","50 m above Rt. 12 bridge","Denmark",43.89222,-75.67278,"Lewis",49,"8","Deer River",4150101,"C",6,"0801-0263","ONT-19-31",NA,NA,NA,346.9957581
3430,"DEER",18.5,"1","450 meters east off River Road at the intersection with Oneil Road","Pinckney",43.80312,-75.742883,"Lewis",49,"8","Deer River",4150101,"C",6,"0801-0218","ONT-19-31",NA,NA,NA,452.4017944
1750,"DEER",21.9,"0","100m above McDonald Rd bridge","Montague",43.7742,-75.758,"Lewis",49,"8","Deer River",4140202,"C",6,"0801-0218","ONT-19-31",NA,NA,NA,490.0798645
3431,"DEER",27.6,"A","150 meters upstream of trail crossing","Montague",43.723389,-75.701389,"Lewis",49,"8","Deer River",4150101,"CTS",6,"0801-0269","ONT-19-31",NA,NA,NA,534.9840088
2654,"DEER_W",2.2,"1","30 m upstream of Worth Rd","Montague",43.7508,-75.7555,"Lewis",49,"8","West Branch Deer River",4150101,"CT",6,"0801-0267","ONT-19-31-28","High gradient- hard bottom","Reference",22,503.6567383
284,"DELA",1.8,"13","Sampled at City Park off Ferry St","Port Jervis",41.3768,-74.7049,"Orange",71,"14","Delaware River",2040104,"A",3,"1401-0020","D (portion 1)",NA,NA,NA,128.577774
2782,"DELA",3.2,"16","End of Robert's Rd (private)","Milford, PA",41.32986,-74.76591,"Pike Co., PA",NA,"14","Delaware River",2040101,NA,3,NA,NA,NA,NA,NA,116.0675125
1255,"DELA",11.6,"12","Opposite Whitewater Willies Motel","Lumberland",41.444,-74.8113,"Sullivan",105,"14","Delaware River",2040104,"A",3,"1401-0020","D (portion 1)",NA,NA,NA,151.2442474
1150,"DELA",24.2,"11","Roebling's Bridge; 5m down, 30 m off port shore","Highland",41.48222,-74.98528,"Sullivan",105,"14","Delaware River",2040104,"A",3,"1401-0020","D (portion 1)",NA,NA,NA,184.1880798
2783,"DELA",24.3,"10A","Access via Rte 97","Highland",41.48251,-74.98357,"Sullivan",105,"14","Delaware River",2040104,"A",3,"1401-0020","D (portion 1)",NA,NA,NA,183.3986053
2781,"DELA",31.2,"10","Off Ten Mile River Rd","Tusten",41.55442,-75.02014,"Sullivan",105,"14","Delaware River",2040101,"B(T)",3,"1401-0102","D-37",NA,NA,NA,197.0570526
2780,"DELA",36.5,"9","SR 52","Tusten",41.60969,-75.06207,"Sullivan",105,"14","Delaware River",2040101,"A(T)",3,"1401-0019","D (portion 2)",NA,NA,NA,205.7704773
283,"DELA",45.2,"8","150 m below Rt. 371 bridge; on PA side","Cochecton",41.705,-75.06694,"Sullivan",105,"14","Delaware River",2040101,"A(T)",3,"1401-0019","D (portion 2)",NA,NA,NA,217.256073
2425,"DELA",50.4,"7","Bridge St.","Delaware",41.7652,-75.06036,"Sullivan",105,"14","Delaware River",2040101,"A(T)",3,"1401-0004","D-53",NA,NA,NA,225.4424896
2779,"DELA",59.2,"6","At Kellams bridge","Fremont",41.82344,-75.11362,"Sullivan",105,"14","Delaware River",2040101,"A(T)",3,"1401-0001","D (portion 3)",NA,NA,NA,241.2735138
2778,"DELA",70.1,"5","100 yds upstream from Buckingham Public Access site","Hancock",41.86767,-75.236,"Delaware",25,"14","Delaware River",2040101,"A(T)",4,"1401-0001","D (portion 3)",NA,NA,NA,258.658844
42673875,"DELA",75.3,"75.3","Access off SR 191","Hancock",41.9255,-75.27505,"Delaware",25,"14","Delaware River",2040101,"A(T)",4,"1401-0001","D (portion 3)",NA,NA,NA,269.1270752
1444,"DELC",1.4,"1","10 m below Rte 5 bridge","Evans",42.62989,-79.05397,"Erie",29,"1","Delaware Creek",4120103,"BTS",9,"0104-0050","E-21",NA,NA,NA,186.2431183
3420,"DELE",2.2,"1","200 m above Scout Rd bridge","Wilton",43.15395,-73.699508,"Saratoga",91,"11","Delegan Brook",2020003,"CT",5,"1101-0079","H-318-1",NA,NA,NA,85.12368011
1174,"DENS",0.1,"1","Bayshore Dr., 20m above bridge culvert","Irondequoit",43.20027,-77.53485,"Monroe",55,"3","Densmore Creek",4140101,"C",8,"0302-0038","ONT-108-P113-5",NA,NA,NA,78.95194244
1619,"DERC",2.7,"1","Co Rte 37; 14th Rd; 10m above culvert crossing","Minerva",43.77611,-74.02917,"Essex",31,"11","Deer Creek",2020001,"CT",5,"1104-0054","H-428",NA,NA,NA,422.8999329
3452,"DERK",2.6,"1","At Route 3 Bridge","Richland",43.590274,-76.171418,"Oswego",75,"3","Deer Creek",4140102,"C",7,"0303-0066","ONT-52",NA,NA,NA,75.10546875
285,"DERR",0.2,"3","50 m below Depot Rd.bridge","Brasher",44.92007,-74.72209,"St. Lawrence",89,"9","Deer River",4150306,"B",6,"0902-0097","SLC-32-6",NA,NA,NA,58.43991852
42675059,"DERR",5.5,"2","Walk 500m east off CR 55","Brasher",44.880147,-74.691428,"St. Lawrence",89,"9","Deer River",4150306,"B",6,"0902-0097","SLC-32-6",NA,NA,NA,63.65307999
3014,"DERR",9.9,"1","250 m from CR 55 bridge","Brasher",44.84107,-74.69142,"St. Lawrence",89,"9","Deer River",4150306,"B",6,"0902-0097","SLC-32-6",NA,NA,NA,75.74042511
