ObjectID,GlobalID,Order,Family,Final ID,"Please describe the ""other"" bug",Please include any other notes about the particular bug.,ParentGlobalID,,CreationDate,Creator,EditDate,Editor,bug_num
1942,9d39ba59-6737-4e61-8438-a33c0dce421d,Hemiptera,Other,(Hemiptera) Other,Gerridae,,3dbeb012-d7ba-4807-8718-33da06344dad,,1/26/2023 13:27,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:27,makenzie.garrett@dec.ny.gov_nysdec,1
1943,f829ef23-97db-42c4-8868-cd6f158512b4,OTHER,,(OTHER) ,adults,,3dbeb012-d7ba-4807-8718-33da06344dad,,1/26/2023 13:27,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:27,makenzie.garrett@dec.ny.gov_nysdec,3
1944,bc0bbce3-5e67-4def-8531-446ea1d33055,Wormlike,Turbellaria,(Wormlike) Turbellaria,,,3dbeb012-d7ba-4807-8718-33da06344dad,,1/26/2023 13:27,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:27,makenzie.garrett@dec.ny.gov_nysdec,7
1945,0ba623fb-aa86-4665-8bdb-8f551f00db7c,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,9
1946,ae106d75-83bd-4865-874e-beb51ea39dd4,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1
1947,6dad1c08-ed11-413c-8a56-89f5c499f2a7,Diptera,Athericidae,(Diptera) Athericidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,2
1948,b6fd7e10-a31a-4ba2-881b-007b5d8d3bad,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,6
1949,6c2fee33-9bfc-4f54-86c3-9a42dfc39d25,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,3
1950,0f892a0d-994b-4e92-85e8-d0466c979680,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1
1951,0adda1a7-99de-45ff-85b5-948da31941de,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,2
1952,359e4286-7e00-4fd1-8b9a-25e0f92b0279,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,3
1953,08b85e94-b23b-4487-8932-10a7f6126b5a,Odonata: Zygoptera,Calopterygidae,(Odonata: Zygoptera) Calopterygidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,2
1954,114d281c-f097-402f-8f2d-a8fd07fb40d0,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1
1955,bdc1724a-ad55-422e-8a58-fab5be48f8b2,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,18745e1c-12f5-4475-85d9-14de93af77c9,,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:35,makenzie.garrett@dec.ny.gov_nysdec,1
1956,746b2431-0709-4390-8e10-d59a35d02519,Wormlike,Turbellaria,(Wormlike) Turbellaria,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,2
1957,bbfa8e60-5bfc-49ab-86ca-098dfa9d790f,Coleoptera,Curculionidae,(Coleoptera) Curculionidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,2
1958,0fb86da7-4c66-4972-8b92-4e3052221d6d,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1
1959,0338b38e-3beb-4cd5-81c0-0652aca4450d,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1
1960,37f4db15-65a0-4bfd-8543-1cce777ad24f,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1
1961,aa985dd1-be46-44c7-8069-49a942733678,Diptera,Tipulidae,(Diptera) Tipulidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1
1962,6e6975d8-e5f7-4993-866c-72fbcb62ddb1,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1
1963,dc81b1c3-d483-4386-8305-fe76e4cf1206,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,3
1964,a35adae9-63d2-4248-851f-adebce784f31,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1
1965,90489ed6-8f60-41a2-859c-d2d5f301ec13,Odonata: Zygoptera,Coenagrionidae,(Odonata: Zygoptera) Coenagrionidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1
1966,08c2ad1c-96aa-40da-87ee-f7b3a540bee8,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,2
1967,9cec52fc-28aa-4822-84ca-aa01f3e744df,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,3bcf5c77-0809-4675-8799-edc8bb7c14c9,,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:47,makenzie.garrett@dec.ny.gov_nysdec,5
1968,1ae68fbf-347a-4788-8e9e-27e0dbaa3c62,Diptera,Athericidae,(Diptera) Athericidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1
1969,764484e6-4471-41d3-850d-ddee7618c5ee,Diptera,Limoniidae,(Diptera) Limoniidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,2
1970,93946441-eafc-401e-8db3-5809f4db90d6,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,2
1971,0cf26684-9453-44d8-8ac9-be04927d5939,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1
1972,15786c3b-4b23-4198-81c3-67ffd8147265,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,2
1973,09bbb2e0-b83f-40d3-8332-4a05bf0db168,Odonata: Zygoptera,Calopterygidae,(Odonata: Zygoptera) Calopterygidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,2
1974,795c02ea-ec32-4c54-867a-6866e2e2a351,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,2
1975,bb66a3ff-62b7-4076-8d6f-9589cc937b66,Wormlike,Other,(Wormlike) Other,unknown,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,2
1976,e65f6a6f-f00f-41b5-8a3f-c8f823119372,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,2
1977,dd967729-687b-412d-8d3a-a6f19d09b270,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,ebfc4e7b-e2a1-462c-8fcd-be4dea9ade4f,,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 13:58,makenzie.garrett@dec.ny.gov_nysdec,1
1978,2c44f58e-1535-4c1a-83be-f175f308dacb,Mollusca: Gastropoda,,(Mollusca: Gastropoda) ,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,3
1979,54044649-c372-4ac8-8cfe-8897bf5c5d41,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1
1980,1834faf7-8d35-4454-8fe1-ea158124f727,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1
1981,57b09e92-7289-4748-8d56-3a5075a3fc14,Diptera,Tipulidae,(Diptera) Tipulidae,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1
1982,2b5d42a7-6362-4e7b-816b-a6f219a6f497,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,5
1983,5b6322e7-9097-43a4-82e7-15d27b57a992,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1
1984,90b3b392-13ec-49f0-8da7-deac9551a8fd,Trichoptera,Other,(Trichoptera) Other,Molannidae,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,
1985,e6cf7bbc-726b-4e03-8010-cf697f75725a,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,3
1986,b76131d0-1d85-43ab-8d19-c1afbee4cdbc,Trichoptera,Hydroptilidae,(Trichoptera) Hydroptilidae,,,f04d3f43-2470-4037-8f07-c816344b419e,,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:12,makenzie.garrett@dec.ny.gov_nysdec,1
1987,f3711dd5-26ae-4bbb-8a1a-0d9fceb115e4,Coleoptera,Curculionidae,(Coleoptera) Curculionidae,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,4
1988,7320eb4f-b16d-4619-8cb4-0ebd4263b0df,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1
1989,49b24d2e-fa84-41e2-8ac8-60f33a762814,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,4
1990,ae81bcbc-a668-4a65-8e45-184d9ed2162d,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1
1991,2be2bd36-014b-4f68-8c58-c78d7da95d21,Diptera,Tipulidae,(Diptera) Tipulidae,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,2
1992,fc09a8db-ce6d-4c9f-8bd2-dab376049ba7,Hemiptera,Other,(Hemiptera) Other,Mesoveliidae,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,2
1993,5d419c81-cc13-49ce-8725-c5acac7ae84e,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1
1994,6bf3e501-8efd-4a92-81f4-70c9f54cc5f4,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,2
1995,f273550d-9ea1-4d33-8505-c7f3e4a30dde,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,2
1996,848009ea-81f6-4dc3-825e-614ebc5a733f,Wormlike,Other,(Wormlike) Other,unknown,,3111355c-6537-47ec-81bd-ac8b0831a8f9,,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:32,makenzie.garrett@dec.ny.gov_nysdec,3
1997,3416b961-1613-42a9-8c89-e51df2631a91,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,111f4347-1d74-418b-827d-e9fc76c41d33,,1/26/2023 14:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:35,makenzie.garrett@dec.ny.gov_nysdec,1
1998,fed66d40-7124-4cfb-8411-ec9735686100,Trichoptera,Hydroptilidae,(Trichoptera) Hydroptilidae,,,111f4347-1d74-418b-827d-e9fc76c41d33,,1/26/2023 14:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:35,makenzie.garrett@dec.ny.gov_nysdec,1
1999,2ea921bf-8792-4338-8be8-7865f5603bd2,Diptera,Undet. Diptera,(Diptera) Undet. Diptera,,,111f4347-1d74-418b-827d-e9fc76c41d33,,1/26/2023 14:35,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:35,makenzie.garrett@dec.ny.gov_nysdec,2
2000,561e2f71-1d1b-4122-89f2-7405343874c1,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,b3dbf8e7-8d4c-4245-84f5-0a14da1662c7,,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1
2001,85ee2ff0-ef4c-42bd-8798-191ac7a1219e,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,b3dbf8e7-8d4c-4245-84f5-0a14da1662c7,,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1
2002,faa059b5-ef82-47a5-8fda-a2d5d9bd7e93,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,b3dbf8e7-8d4c-4245-84f5-0a14da1662c7,,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1
2003,430d55ca-5fce-418a-8c83-a28095e0e72d,Wormlike,Hirudinea,(Wormlike) Hirudinea,,,b3dbf8e7-8d4c-4245-84f5-0a14da1662c7,,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:40,makenzie.garrett@dec.ny.gov_nysdec,1
2004,61e8c18d-6dc5-4d2a-881f-83c8fb598cfd,Mollusca: Bivalvia,Corbiculidae,(Mollusca: Bivalvia) Corbiculidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1
2005,2d7a4e50-b58e-45c1-867a-855d8c56921f,Diptera,Tipulidae,(Diptera) Tipulidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1
2006,baa7d401-5943-48df-8030-53476091eaf3,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1
2007,3deaa83a-92b2-4b9f-8706-4010f2bc158e,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,2
2008,32b2d2ce-9735-46ae-8301-1b8d926330cc,Odonata: Zygoptera,Coenagrionidae,(Odonata: Zygoptera) Coenagrionidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1
2009,e6d60a2f-836f-4fef-8e8d-4b76bcab87c2,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,5
2010,242e3e8c-1024-4d11-818c-a22bf45dd98b,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,23
2011,b5bcd2c0-93e2-49a4-8425-3b04d78845c0,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,10
2012,b9851994-c6d3-4551-8da0-38a5747acb3e,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,6
2013,6f2f846d-41d3-42b5-827e-d919606d1d07,Ephemeroptera,Other,(Ephemeroptera) Other,incomplete specimens,,eef8d407-83ec-43f4-8e6d-66a6994cf449,,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 14:49,makenzie.garrett@dec.ny.gov_nysdec,3
2014,48bd7a5a-fb77-414e-854b-d20d96d6f3b1,Mollusca: Bivalvia,Corbiculidae,(Mollusca: Bivalvia) Corbiculidae,,,7c4354ad-5c5b-4db2-816b-b8a214a77473,,1/26/2023 16:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:47,makenzie.garrett@dec.ny.gov_nysdec,1
2015,4ddbccdc-df60-4e08-84d3-1f8c29f93d44,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,7c4354ad-5c5b-4db2-816b-b8a214a77473,,1/26/2023 16:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:47,makenzie.garrett@dec.ny.gov_nysdec,1
2016,fb07930c-608f-4164-8a59-8b83395f5207,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,7c4354ad-5c5b-4db2-816b-b8a214a77473,,1/26/2023 16:47,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:47,makenzie.garrett@dec.ny.gov_nysdec,2
2017,9af22407-bc62-4434-8a4d-54d9c70fc462,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,38773b69-52e3-4f97-8599-299e3c9aab97,,1/26/2023 16:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:49,makenzie.garrett@dec.ny.gov_nysdec,1
2018,b7636c74-e953-4b32-84d8-557574dc9af2,OTHER,,(OTHER) ,"incomplete organism, unknown",,38773b69-52e3-4f97-8599-299e3c9aab97,,1/26/2023 16:49,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:49,makenzie.garrett@dec.ny.gov_nysdec,1
2019,20a51016-ee9d-46f0-8b65-9e8a685b0e1b,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,2f98ae2e-61f1-41b8-8de0-3ba7b67bec94,,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1
2020,e1884e05-202c-4553-8c8b-749a57cee9f6,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,2f98ae2e-61f1-41b8-8de0-3ba7b67bec94,,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1
2021,f5bd0a5d-c633-4cc8-8935-30f5372d3770,Trichoptera,Odontoceridae,(Trichoptera) Odontoceridae,,,2f98ae2e-61f1-41b8-8de0-3ba7b67bec94,,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1
2022,70b55c1d-5ada-443a-8b7f-6a22edd7d918,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,2f98ae2e-61f1-41b8-8de0-3ba7b67bec94,,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1
2023,aa3496f9-d1bc-492c-85cb-89dc0e202694,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,2f98ae2e-61f1-41b8-8de0-3ba7b67bec94,,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:52,makenzie.garrett@dec.ny.gov_nysdec,1
2024,20564064-efcd-439d-81b1-9efcf733c952,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1
2025,147078a5-9b35-4cf0-801d-34de63af5831,Plecoptera,Pteronarcidae,(Plecoptera) Pteronarcidae,,,606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1
2026,01a0d704-9417-4fec-8c70-27b34c25cb28,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,3
