"WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_COLLECTION_DATE"
1,0,3,0,0,3,0,"a","a","b","a","b","b","a","b","a","a","a","c","c","41.5021_-74.0371_20140731",41.5021,-74.0371,"2014-07-31 0:00:00"
0,0,0,0,0,0,0,"a","a","b","a","b","a","a","a","a","a","a","a","a","41.5034_-73.9484_20160706",41.5034,-73.9484,"2016-07-06 0:00:00"
0,2,6,1,0,0,0,"a","b","b","c","b","a","a","b","b","a","b","c","b","41.5082_-73.5862_20160723",41.5082,-73.5862,"2016-07-23 0:00:00"
0,0,6,2,1,3,0,"b","b","b","c","b","b","a","b","b","c","c","c","c","41.5083_-73.586_20170715",41.5083,-73.586,"2017-07-15 0:00:00"
5,5,5,1,0,1,0,"c","a","b","b","b","c","a","a","a","c","c","c","b","41.5104_-73.6833_20130818",41.5104,-73.6833,"2013-08-18 0:00:00"
0,0,3,0,0,0,0,"a","b","b","b","b","a","b","b","b","a","b","b","b","41.5112_-73.6118_20160723",41.5112,-73.6118,"2016-07-23 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5119_-73.6172_20130917",41.5119,-73.6172,"2013-09-17 0:00:00"
1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5217_-74.4605_20160705",41.5217,-74.4605,"2016-07-05 0:00:00"
0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5276_-74.0056_20120906",41.5276,-74.0056,"2012-09-06 0:00:00"
1,1,1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5276_-74.0056_20120920",41.5276,-74.0056,"2012-09-20 0:00:00"
0,0,2,0,0,0,5,"a","a","a","a","a","b","a","b","b","c","a","c","b","41.5323_-74.0625_20140731",41.5323,-74.0625,"2014-07-31 0:00:00"
0,0,2,0,0,0,0,"a","a","a","a","b","a","b","b","b","b","a","a","a","41.5344_-73.5806_20160723",41.5344,-73.5806,"2016-07-23 0:00:00"
0,0,2,0,0,0,0,"a","a","a","b","b","a","a","b","b","a","a","a","a","41.5359_-73.5811_20170715",41.5359,-73.5811,"2017-07-15 0:00:00"
0,0,0,0,0,0,0,"a","a","a","b","a","a","a","a","a","a","a","a","a","41.5383_-73.6131_20170716",41.5383,-73.6131,"2017-07-16 0:00:00"
1,0,6,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5395_-74.0414_20120810",41.5395,-74.0414,"2012-08-10 0:00:00"
1,0,4,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5446_-73.8625_20120922",41.5446,-73.8625,"2012-09-22 0:00:00"
0,0,1,0,0,1,0,"a","a","b","b","a","a","a","a","a","a","a","a","a","41.5525_-74.0436_20160811",41.5525,-74.0436,"2016-08-11 0:00:00"
4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5548_-74.43_20160705",41.5548,-74.43,"2016-07-05 0:00:00"
1,0,1,7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5566_-74.0446_20120810",41.5566,-74.0446,"2012-08-10 0:00:00"
0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5584_-74.1583_20120906",41.5584,-74.1583,"2012-09-06 0:00:00"
2,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5584_-74.1583_20120920",41.5584,-74.1583,"2012-09-20 0:00:00"
0,0,6,0,0,3,0,"c","a","c","a","a","b","b","a","a","a","a","b","c","41.5615_-73.5995_20170715",41.5615,-73.5995,"2017-07-15 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5615_-73.5995_20190929",41.5615,-73.5995,"2019-09-29 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.565_-74.1781_20160701",41.565,-74.1781,"2016-07-01 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5672_-73.6139_20190929",41.5672,-73.6139,"2019-09-29 0:00:00"
3,0,8,0,0,0,1,"a","c","b","c","a","a","b","a","c","a","b","b","c","41.5675_-73.615_20170715",41.5675,-73.615,"2017-07-15 0:00:00"
0,1,4,0,0,4,0,"a","a","b","b","b","b","a",NA,NA,"a","b","c","b","41.5676_-73.5965_20160723",41.5676,-73.5965,"2016-07-23 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","a","b","a","b","a","a","a","a","a","b","a","b","41.5678_-73.9122_20160702",41.5678,-73.9122,"2016-07-02 0:00:00"
0,0,0,0,0,0,0,"a","a","b","b","a","b","a","a","a","a","a","a","a","41.5697_-74.2846_20130909",41.5697,-74.2846,"2013-09-09 0:00:00"
0,0,0,0,9,1,0,"a","b","c","c","a","a","b","b","c","b","a","b","a","41.572_-73.6075_20170715",41.572,-73.6075,"2017-07-15 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.578_-73.8017_20120909",41.578,-73.8017,"2012-09-09 0:00:00"
1,1,1,0,2,1,0,"a","a","b","a","b","a","a","b","a","a","a","a","a","41.5815_-74.33_20130823",41.5815,-74.33,"2013-08-23 0:00:00"
1,1,3,0,0,0,0,"a","b","b","a","a","a","b","a","a","a","a","a","a","41.5823_-74.5688_20130816",41.5823,-74.5688,"2013-08-16 0:00:00"
1,1,2,1,1,1,0,"a","a","b","a","a","b","a","a","a","a","a","a","a","41.5846_-74.0786_20130724",41.5846,-74.0786,"2013-07-24 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5846_-74.0786_20130725",41.5846,-74.0786,"2013-07-25 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","41.585_-73.5998_20170716",41.585,-73.5998,"2017-07-16 0:00:00"
0,0,4,2,0,0,0,"a","a","b","b","a","a","a","a","a","a","a","b","b","41.5852_-73.5995_20160711",41.5852,-73.5995,"2016-07-11 0:00:00"
1,1,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5878_-73.7897_20120914",41.5878,-73.7897,"2012-09-14 0:00:00"
0,0,0,0,0,0,0,"a","a","a","b","a","a","a","b","b","a","a","a","b","41.589_-73.5837_20170716",41.589,-73.5837,"2017-07-16 0:00:00"
0,0,0,0,0,4,0,"a","b","b","b","b","b","a","b","b","a","b","a","b","41.5891_-73.5842_20140701",41.5891,-73.5842,"2014-07-01 0:00:00"
6,1,1,0,0,7,1,"b","a","a","a","a","c","a","a","a","a","a","a","a","41.5931_-73.9259_20150702",41.5931,-73.9259,"2015-07-02 0:00:00"
0,0,1,1,1,0,1,"a","a","b","a","b","a","a","a","a","a","a","a","a","41.5972_-74.4861_20150920",41.5972,-74.4861,"2015-09-20 0:00:00"
0,0,0,0,0,1,0,"a","a","a","a","b","b","a","a","b","b","b","a","a","41.6033_-74.0795_20130807",41.6033,-74.0795,"2013-08-07 0:00:00"
0,0,0,0,3,0,0,"a","b","a","b","b","a","a","a","a","a","a","a","a","41.6036_-74.3273_20160727",41.6036,-74.3273,"2016-07-27 0:00:00"
2,1,1,1,2,5,5,"a","b","b","a","a","a","b","b","b","a","a","b","a","41.6066_-74.0744_20130807",41.6066,-74.0744,"2013-08-07 0:00:00"
2,1,4,0,1,0,0,"a","b","b","b","b","b","a","a","a","b","a","b","a","41.6068_-74.0744_20170920",41.6068,-74.0744,"2017-09-20 0:00:00"
0,0,1,0,0,3,0,"a","b","b","a","a","a","a","a","a","b","b","b","b","41.6105_-73.7468_20130804",41.6105,-73.7468,"2013-08-04 0:00:00"
1,1,10,1,1,2,1,"a","a","a","b","b","a","a","a","a","a","a","a","b","41.6172_-73.8238_20150901",41.6172,-73.8238,"2015-09-01 0:00:00"
0,0,2,0,0,1,0,"c","a","b","a","b","b","a","b","b","a","a","b","b","41.6206_-73.6538_20130725",41.6206,-73.6538,"2013-07-25 0:00:00"
4,1,1,0,1,1,0,"b","b","b","b","a","a","b","b","b","b","b","b","b","41.625_-73.9425_20130719",41.625,-73.9425,"2013-07-19 0:00:00"
2,1,1,0,0,0,0,"a","a","b","a","a","a","a","a","a","a","a","a","a","41.6268_-74.8159_20170910",41.6268,-74.8159,"2017-09-10 0:00:00"
1,0,1,1,0,0,0,"a","a","a","b","a","a","a","a","a","a","a","c","a","41.6332_-74.7759_20170710",41.6332,-74.7759,"2017-07-10 0:00:00"
0,0,3,0,0,0,0,"a","a","b","b","b","b","a","b","b","b","b","c","c","41.6398_-74.4471_20160714",41.6398,-74.4471,"2016-07-14 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","a","b","a","a","a","a","a","a","a","41.6444_-74.4425_20130720",41.6444,-74.4425,"2013-07-20 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6475_-73.5934_20190929",41.6475,-73.5934,"2019-09-29 0:00:00"
1,0,0,0,0,2,4,"a","b","b","b","b","a","b","b","b","b","b","a","c","41.6484_-74.2641_20160727",41.6484,-74.2641,"2016-07-27 0:00:00"
0,0,0,0,0,2,0,"a","a","a","a","a","a","a","a","a","a","b","a","c","41.6557_-73.5373_20140701",41.6557,-73.5373,"2014-07-01 0:00:00"
0,0,0,0,0,1,0,"b","a","a","a","a","a","a","a","a","a","b","a","b","41.6559_-73.5355_20160803",41.6559,-73.5355,"2016-08-03 0:00:00"
1,3,1,0,0,0,0,"b","a","b","a","a","c","a","a","a","a","a","c","c","41.6597_-74.8076_20170717",41.6597,-74.8076,"2017-07-17 0:00:00"
1,1,1,2,0,1,0,"a","b","a","a","a","a","a","a","a","a","a","c","a","41.6648_-74.8139_20170703",41.6648,-74.8139,"2017-07-03 0:00:00"
0,0,0,0,0,1,0,"a","a","a","a","b","a","a","a","b","a","a","a","a","41.6652_-74.4794_20130720",41.6652,-74.4794,"2013-07-20 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6652_-74.4794_20130725",41.6652,-74.4794,"2013-07-25 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","41.676_-74.2626_20130822",41.676,-74.2626,"2013-08-22 0:00:00"
6,0,0,0,0,3,4,"a","a","b","b","b","b","b","b","c","a","a","a","a","41.682_-73.8927_20160809",41.682,-73.8927,"2016-08-09 0:00:00"
1,0,5,0,1,0,0,"c","a","b","a","b","c","a","a","a","b","b","b","b","41.6838_-73.8664_20130824",41.6838,-73.8664,"2013-08-24 0:00:00"
1,1,7,6,1,0,0,"a","b","a","b","b","a","a","a","a","a","a","c","c","41.6864_-74.1648_20160811",41.6864,-74.1648,"2016-08-11 0:00:00"
1,0,3,0,0,1,1,"a","a","a","a","b","a","a","a","a","a","a","b","b","41.6875_-74.1732_20160811",41.6875,-74.1732,"2016-08-11 0:00:00"
0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6963_-74.1011_20120831",41.6963,-74.1011,"2012-08-31 0:00:00"
3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6963_-74.1011_20120920",41.6963,-74.1011,"2012-09-20 0:00:00"
3,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6963_-74.1011_20120923",41.6963,-74.1011,"2012-09-23 0:00:00"
1,0,0,3,1,1,0,"c","a","b","a","b","a","a","b","c","b","a","b","a","41.6989_-73.866_20130824",41.6989,-73.866,"2013-08-24 0:00:00"
1,2,9,5,1,4,1,"b","b","b","b","b","c","b","b","b","b","b","c","b","41.7011_-73.8886_20140917",41.7011,-73.8886,"2014-09-17 0:00:00"
7,0,7,3,1,8,4,"c","c","b","b","b","c","c","a","a","c","c","c","c","41.7071_-73.9239_20160809",41.7071,-73.9239,"2016-08-09 0:00:00"
5,0,2,0,0,8,5,"b","b","a","b","b","c","a","a","a","c","c","c","c","41.7087_-73.9334_20160809",41.7087,-73.9334,"2016-08-09 0:00:00"
1,1,7,5,1,5,1,"b","a","b","a","b","b","a","b","b","b","b","c","c","41.7091_-73.9388_20140910",41.7091,-73.9388,"2014-09-10 0:00:00"
1,3,2,5,1,0,0,"a","a","a","b","a","b","a","b","a","b","b","c","b","41.7172_-74.0124_20130823",41.7172,-74.0124,"2013-08-23 0:00:00"
0,0,0,0,0,5,0,"c","a","b","a","a","c","b","a","a","a","a","b","b","41.72_-74.3917_20130727",41.72,-74.3917,"2013-07-27 0:00:00"
2,3,0,0,3,2,5,"b","a","a","a","a","b","a","b","b","b","b","b","b","41.7202_-73.9566_20160701",41.7202,-73.9566,"2016-07-01 0:00:00"
1,0,3,1,0,1,0,"a","a","a","a","b","a","a","a","a","a","a","a","b","41.7244_-74.4581_20160828",41.7244,-74.4581,"2016-08-28 0:00:00"
0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7253_-74.1047_20120917",41.7253,-74.1047,"2012-09-17 0:00:00"
0,0,1,0,0,3,0,"a","a","a","b","b","a","a","a","a","a","a","a","a","41.7277_-73.5862_20140923",41.7277,-73.5862,"2014-09-23 0:00:00"
0,0,0,0,0,0,0,"a","a","b","a","a","a","a","a","a","a","a","a","a","41.7278_-73.5848_20160803",41.7278,-73.5848,"2016-08-03 0:00:00"
0,0,1,0,0,2,0,"a","a","b","a","a","a","a","a","a","a","a","b","b","41.7295_-73.9717_20160702",41.7295,-73.9717,"2016-07-02 0:00:00"
0,2,3,0,2,5,5,"c","b","b","c","b","b","b","c","a","c","c","c","c","41.7346_-73.5806_20140919",41.7346,-73.5806,"2014-09-19 0:00:00"
2,0,8,1,1,2,0,"b","b","b","b","b","a","a","a","a","b","b","c","c","41.7351_-73.576_20160727",41.7351,-73.576,"2016-07-27 0:00:00"
7,2,NA,NA,0,0,0,"b","b","b","a","b","a","a","b","b","a","a","b","b","41.7352_-74.2344_20170822",41.7352,-74.2344,"2017-08-22 0:00:00"
1,0,1,0,0,0,0,"b","a","b","a","b","a","a","a","a","a","a","b","a","41.7367_-73.5711_20160721",41.7367,-73.5711,"2016-07-21 0:00:00"
2,0,7,2,0,0,0,"a","b","b","b","a","a","a","a","a","a","a","b","b","41.7368_-73.5714_20160721",41.7368,-73.5714,"2016-07-21 0:00:00"
0,0,0,0,0,4,0,"a","b","b","a","b","b","b","a","b","b","b","c","a","41.738_-74.3767_20130811",41.738,-74.3767,"2013-08-11 0:00:00"
0,0,1,0,0,1,0,"a","a","a","a","a","a","a","a","a","b","a","b","a","41.7394_-73.5849_20140919",41.7394,-73.5849,"2014-09-19 0:00:00"
3,1,4,2,0,0,0,"a","b","c","b","c","a","a","a","a","a","a","a","a","41.7399_-74.6642_20160926",41.7399,-74.6642,"2016-09-26 0:00:00"
3,2,10,4,0,0,0,"a","a","b","a","a","a","a","a","a","a","a","a","a","41.74_-74.6642_20170915",41.74,-74.6642,"2017-09-15 0:00:00"
1,1,5,2,1,2,0,"a","a","a","a","b","a","a","a","b","b","b","b","a","41.7409_-73.8274_20140917",41.7409,-73.8274,"2014-09-17 0:00:00"
2,1,1,1,3,1,5,"a","b","b","b","c","b","c","a","a","a","a","a","a","41.7542_-74.073_20160920",41.7542,-74.073,"2016-09-20 0:00:00"
0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7572_-74.3574_20160707",41.7572,-74.3574,"2016-07-07 0:00:00"
2,4,4,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7622_-73.8996_20120924",41.7622,-73.8996,"2012-09-24 0:00:00"
1,0,4,0,1,2,0,"a","b","a","b","a","a","a","a","b","a","a","a","a","41.7631_-74.3332_20150925",41.7631,-74.3332,"2015-09-25 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7646_-74.9414_20130820",41.7646,-74.9414,"2013-08-20 0:00:00"
0,0,7,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","41.7701_-74.3112_20150920",41.7701,-74.3112,"2015-09-20 0:00:00"
0,3,0,0,0,3,0,"b","a","b","b","a","a","a","a","a","a","a","b","a","41.7736_-74.2961_20140928",41.7736,-74.2961,"2014-09-28 0:00:00"
0,0,4,0,0,0,0,"a","b","b","a","b","a","a","a","b","a","a","a","a","41.7744_-74.1737_20160820",41.7744,-74.1737,"2016-08-20 0:00:00"
7,2,1,0,0,0,0,"a","b","a","b","a","a","b","b","a","a","a","a","a","41.7749_-74.0975_20130814",41.7749,-74.0975,"2013-08-14 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7758_-74.3216_20130822",41.7758,-74.3216,"2013-08-22 0:00:00"
0,0,0,0,0,0,0,"a","a","b","a","b","b","a","b","a","b","b","b","a","41.7782_-74.2247_20150920",41.7782,-74.2247,"2015-09-20 0:00:00"
0,0,3,0,0,1,0,"a","a","a","b","b","a","a","a","a","a","a","a","a","41.7869_-73.9231_20160911",41.7869,-73.9231,"2016-09-11 0:00:00"
0,3,1,0,0,0,0,"a","a","a","c","b","a","a","a","a","a","a","b","b","41.7877_-73.9229_20180720",41.7877,-73.9229,"2018-07-20 0:00:00"
0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7925_-73.7262_20120702",41.7925,-73.7262,"2012-07-02 0:00:00"
2,0,9,0,0,0,0,"a","a","a","a","b","a","a","b","a","b","a","b","a","41.7943_-74.1797_20150920",41.7943,-74.1797,"2015-09-20 0:00:00"
0,2,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.797_-74.247_20120915",41.797,-74.247,"2012-09-15 0:00:00"
1,1,1,1,0,2,5,"b","a","a","a","a","b","a","a","a","a","a","a","a","41.7986_-74.2126_20171103",41.7986,-74.2126,"2017-11-03 0:00:00"
0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.8101_-74.3741_20160707",41.8101,-74.3741,"2016-07-07 0:00:00"
0,1,3,1,0,0,0,"c","a","b","b","a","a","b","a","a","a","a","a","a","41.814_-73.5588_20150702",41.814,-73.5588,"2015-07-02 0:00:00"
1,0,1,0,0,1,0,"a","a","b","a","b","a","a","a","b","a","a","a","b","41.8212_-73.9625_20170831",41.8212,-73.9625,"2017-08-31 0:00:00"
1,0,0,0,0,1,0,"b","a","b","a","a","a","a","b","a","a","a","c","a","41.8278_-73.5655_20150706",41.8278,-73.5655,"2015-07-06 0:00:00"
2,0,7,0,0,0,0,"a","b","a","b","b","a","a","a","a","a","a","a","a","41.8323_-74.0317_20160712",41.8323,-74.0317,"2016-07-12 0:00:00"
1,0,2,0,0,1,0,"a","a","b","b","a","a","b","a","b","b","a","a","a","41.8352_-73.566_20150708",41.8352,-73.566,"2015-07-08 0:00:00"
0,0,6,1,0,0,1,"a","a","b","a","a","a","a","a","a","a","b","a","b","41.8364_-73.5666_20150708",41.8364,-73.5666,"2015-07-08 0:00:00"
4,0,2,3,1,0,0,"b","c","b","b","a","a","c","b","b","a","b","a","a","41.8422_-73.5613_20150707",41.8422,-73.5613,"2015-07-07 0:00:00"
2,0,2,1,0,0,0,"b","a","a","b","a","c","a","a","a","a","c","a","a","41.8428_-74.0858_20150920",41.8428,-74.0858,"2015-09-20 0:00:00"
0,0,3,1,0,1,0,"a","a","b","b","b","a","a","b","c","a","b","a","b","41.8441_-73.5631_20150706",41.8441,-73.5631,"2015-07-06 0:00:00"
1,0,10,0,0,0,1,"c","a","b","a","b","c","a","a","a","c","c","b","b","41.8445_-74.0763_20160926",41.8445,-74.0763,"2016-09-26 0:00:00"
1,1,3,7,0,0,1,"b","a","b","b","a","c","a","a","a","c","b","c","b","41.8445_-74.0763_20170907",41.8445,-74.0763,"2017-09-07 0:00:00"
1,0,8,0,0,0,1,"c","b","b","a","b","c","a","a","a","c","c","b","c","41.8445_-74.0763_20190930",41.8445,-74.0763,"2019-09-30 0:00:00"
1,0,0,0,0,1,3,"a","a","b","b","a","b","b","b","b","b","a","b","c","41.8535_-73.8764_20190731",41.8535,-73.8764,"2019-07-31 0:00:00"
3,0,2,1,0,0,1,"a","b","a","a","a","a","a","a","a","a",NA,"a","a","41.8566_-73.5145_20140730",41.8566,-73.5145,"2014-07-30 0:00:00"
0,3,1,0,0,0,0,"a","a","a","c","b","a","a","a","a","a","a","b","b","41.8571_-73.8854_20180720",41.8571,-73.8854,"2018-07-20 0:00:00"
0,0,1,0,0,0,0,"b","b","a","a","a","a","a","a","a","a","a","b","c","41.8667_-73.556_20150707",41.8667,-73.556,"2015-07-07 0:00:00"
9,0,8,0,0,2,0,"b","c","b","c","a","a","b","a","b","a","b","c","c","41.8677_-73.5019_20140708",41.8677,-73.5019,"2014-07-08 0:00:00"
8,0,0,0,0,0,3,"a","c","c","c","b","b","c","c","c","a","a","b","b","41.882_-73.927_20190731",41.882,-73.927,"2019-07-31 0:00:00"
5,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.8834_-74.1586_20120822",41.8834,-74.1586,"2012-08-22 0:00:00"
5,3,3,3,0,2,0,"b","a","a","b","b","a","a","c","a","b","a","a","a","41.9034_-74.1628_20130723",41.9034,-74.1628,"2013-07-23 0:00:00"
1,1,3,0,0,0,0,"a","a","b","a","b","a","a","b","b","a","a","a","a","41.9035_-74.1635_20130730",41.9035,-74.1635,"2013-07-30 0:00:00"
1,1,1,1,0,0,0,"a","a","b","a","a","a","a","a","a","a","a","b","a","41.9036_-74.8127_20180923",41.9036,-74.8127,"2018-09-23 0:00:00"
3,3,2,4,0,1,0,"b","a","b","a","a","b","a","b","a","a","b","b","c","41.9105_-74.0058_20170921",41.9105,-74.0058,"2017-09-21 0:00:00"
9,5,9,4,5,1,3,"a","b","b","b","a","a","a","b","a","c","a","b","a","41.9283_-73.8946_20160930",41.9283,-73.8946,"2016-09-30 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","b","a","a","a","a","a","a","a","a","41.9435_-73.6023_20160820",41.9435,-73.6023,"2016-08-20 0:00:00"
4,0,0,0,0,3,0,"a","a","a","a","a","a","a","a","a","a","a","b","a","41.9485_-73.5109_20140708",41.9485,-73.5109,"2014-07-08 0:00:00"
7,1,4,0,0,0,0,"a","b","b","a","a","b","a","a","a","a","a","a","b","41.979_-73.9629_20130814",41.979,-73.9629,"2013-08-14 0:00:00"
2,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.9841_-73.9139_20120707",41.9841,-73.9139,"2012-07-07 0:00:00"
2,4,6,1,0,1,0,"b","b","b","b","a","a","b","a","a","a","a","a","a","42.0011_-76.558_20150915",42.0011,-76.558,"2015-09-15 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.0066_-78.7756_20140712",42.0066,-78.7756,"2014-07-12 0:00:00"
4,2,2,1,3,0,0,"b","b","a","b","b","a","a","a","b","b","b","b","b","42.0114_-75.7892_20170928",42.0114,-75.7892,"2017-09-28 0:00:00"
0,0,0,0,0,0,0,"b","a","b","a","a","c","a","a","a","a","a","b","b","42.0162_-75.1329_20130914",42.0162,-75.1329,"2013-09-14 0:00:00"
1,0,2,2,0,2,0,"b","a","c","b","a","b","c","a","b","a","a","c","a","42.0175_-76.7231_20170815",42.0175,-76.7231,"2017-08-15 0:00:00"
6,1,2,0,0,6,0,"a","b","a","b","b","c","a","b","a","b","a","c","a","42.0185_-73.9777_20130814",42.0185,-73.9777,"2013-08-14 0:00:00"
1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.0195_-74.2675_20120907",42.0195,-74.2675,"2012-09-07 0:00:00"
0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.0195_-74.2675_20120914",42.0195,-74.2675,"2012-09-14 0:00:00"
0,1,2,0,0,0,0,"a","a","a","a","b","a","a","a","a","a","a","a","a","42.0251_-76.6226_20171003",42.0251,-76.6226,"2017-10-03 0:00:00"
1,5,2,2,2,0,0,"b","b","b","b","a","a","b","a","a","b","b","a","b","42.0265_-76.524_20150914",42.0265,-76.524,"2015-09-14 0:00:00"
4,4,8,5,1,2,3,"b","c","b","b","b","b","b","c","c","b","b","a","b","42.0269_-79.2861_20150906",42.0269,-79.2861,"2015-09-06 0:00:00"
5,4,5,3,2,1,0,"a","b","c","b","c","b","a","b","a","a","a","b","b","42.0274_-75.7995_20170928",42.0274,-75.7995,"2017-09-28 0:00:00"
2,3,4,8,1,1,0,"b","b","b","b","c","a","c","a","a","a","a","a","a","42.0292_-77.933_20130817",42.0292,-77.933,"2013-08-17 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.0299_-75.805_20160720",42.0299,-75.805,"2016-07-20 0:00:00"
0,0,1,2,0,0,0,"a","a","a","a","a","a","a","b","a","a","a","a","a","42.031_-74.3702_20170911",42.031,-74.3702,"2017-09-11 0:00:00"
0,0,2,3,0,0,0,"b","a","b","b","b","a","a","a","c","a","a","a","a","42.0336_-74.368_20170911",42.0336,-74.368,"2017-09-11 0:00:00"
0,1,1,NA,2,2,0,"a","b","b","b","a","a","b","a","a","b","b","b","b","42.0414_-73.6437_20160918",42.0414,-73.6437,"2016-09-18 0:00:00"
1,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.045_-73.9131_20120702",42.045,-73.9131,"2012-07-02 0:00:00"
3,1,2,2,2,1,0,"a","b","c","b","b","a","b","a","a","a","a","a","b","42.0493_-77.9299_20130814",42.0493,-77.9299,"2013-08-14 0:00:00"
4,0,0,0,0,0,0,"b","a","a","b","b","b","b","a","b","a","a","b","a","42.0588_-76.7358_20180717",42.0588,-76.7358,"2018-07-17 0:00:00"
